"rowid","fpl_orbper","fpl_smax","fpl_eccen","fpl_bmasse","fpl_rade","fpl_dens","fpl_tranflag","fpl_cbflag","fpl_snum","dec","fst_optmag","fst_nirmag","fst_spt","fst_teff","fst_logg","fst_lum","fst_mass","fst_rad","fst_met","fst_metratio","fst_age","simil"
"268","3.92281072","0.05287000000000001","0.084","238.05467000000002","15.614","0.342","1","0","1","37.140652","12.297","11.015","F7","6350","4.29","0.418","1.28","1.34","0.12","[Fe/H]","1.6","68.6125"
"269","3.446459","0.0444","0.12","589.55","14.594000000000001","1.03","1","0","1","-23.354836","12.052999999999999","10.58","","5870","4.354839473684218","0.040999999999999995","0.99","1.04","0.06","[Fe/H]","6","9.37402"
"270","3.312846","0.044910000000000005","0.501","167.17858","10.862","0.7","1","0","1","-22.204477","13.113","11.511","","5880","4.39","0.11699999999999999","1.1","1.1","0.15","[Fe/H]","3.3","11.1276"
"271","3.619188","0.0507","0.34","263.7989","18.03","0.315","1","0","1","-22.389927","14.017999999999999","12.243","G0","6563","4.19","0.316","1.33","1.54","0.03","[Fe/H]","7.7","36.1601"
"272","3.142702","0.0441","0.085","759.6137","7.76","1.12","1","0","1","-19.355907000000002","12.755999999999998","11.390999999999998","F","6357","4.36","-0.06","1.16","1.17","-0.1","[Fe/H]","2.36","57.6691"
"273","3.0440499","0.04057","0.181","172.58168999999998","13.585","0.377","1","0","1","-26.096655","13.887","11.982999999999999","","5523","4.52","-0.321","0.96","0.89","0.05","[Fe/H]","2.5","59.3211"
"274","2.7667641","0.03815","0.142","340.39592999999996","11.645999999999999","1.191","1","0","1","-25.687334","13.79","12.037","","5346","4.48","-0.17300000000000001","0.97","0.93","0.33","[Fe/H]","4.9","66.6557"
"275","1.74748753","0.02712","0.126","689.6911","12.386","1.97","1","0","1","-19.43751","14.774000000000001","12.724","G9 V","5311","4.45","-0.204","0.87","0.92","0","[Fe/H]","11","28.8778"
"276","2.686502","0.03744","0","1039.3041","14.572000000000001","1.86","1","0","1","-30.012999","13.834000000000001","12.28","G3 V","5738","4.24","0.17300000000000001","0.97","1.24","-0.1","[Fe/H]","9.5","77.5767"
"277","16.254611","0.1308","0.029","425.25654000000003","8.709","3.5","1","0","1","-47.613693","12.39","10.698","G V","5846","4.42","0.09300000000000001","1.13","1.09","0.3","[Fe/H]","2.1","28.8379"
"278","0.83784","0.0174","0.166","629.14449","14.897","1.1169","1","0","1","-29.156012","14.067","12.289000000000001","G V","5600","4.44","-0.059000000000000004","1.04","1.02","0.28","[Fe/H]","4.2","32.9642"
"279","1.354133","0.023","0","427.463","13.092","1.05","1","0","1","-22.562992","13.562000000000001","11.386","K","5227","4.48","-0.268","0.88","0.9","0.15","[Fe/H]","9.7","18.9751"
"280","4.7228124","0.05025","0.079","870.8542","10.682","3.89","1","0","1","-29.543312","13.455","10.942","K V","4803","4.64","-0.6459999999999999","0.76","0.69","0","[Fe/H]","4.236718483690839","98.4363"
"281","2.1605156","0.03397","0.114","467.2101","20.849","0.29","1","0","1","-50.067352","13.901","12.262","G V","5780","4.33","0.155","1.12","1.2","0.28","[Fe/H]","4.2","0.357857"
"282","1.3484978","0.0238","0","718.2958","15.637","1.03","1","0","1","-61.747310999999996","12.83","11.382","F V","6125","4.37","0.19","1.07","1.12","-0.22899999999999998","[Fe/H]","3.7","82.7391"
"283","4.2986432","0.051629999999999995","0.176","194.82979","14.123","0.38","1","0","1","-23.781174","13.097000000000001","11.415999999999999","G","5715","4.35","0.068","0.99","1.11","0.02","[Fe/H]","7.5","33.1479"
"284","3.3023881","0.04735","0.245","206.5895","19.616","0.153","1","0","1","-28.585590000000003","12.955","11.435","F","6071","3.94","0.7040000000000001","1.3","2.04","-0.02","[Fe/H]","4.04","18.8201"
"285","4.637038","0.0611","0.581","168.4499","16.814","0.18","1","0","1","-46.587715","12.765999999999998","11.55","F","6438","4.11","0.669","1.42","1.74","0.09","[Fe/H]","2.3","43.6497"
"286","3.1810781","0.04131","0.202","213.58176","13.384","0.48","1","0","1","-49.13847","13.934000000000001","12.085999999999999","G","5498","4.48","-0.157","0.93","0.92","0.01","[Fe/H]","6.2","95.8637"
"287","4.6058749","0.05475","0.158","207.54299","14.022","0.411","1","0","1","-54.893192000000006","12.612","10.877","G","5670","4.39","0.028999999999999998","1.03","1.07","0.16","[Fe/H]","5.5","91.893"
"288","3.547851","0.0485","0","340.382","15.48","0.51","1","0","1","-24.428793","12.44","10.694","F","6351","4.22","0.456","1.21","1.4","-0.157","[Fe/H]","3.2","76.4871"
"289","3.1743516","0.043539999999999995","0.096","224.38797999999997","13.171","0.543","1","0","1","-59.942551","12.192","10.793","G","5943","4.42","0.09699999999999999","1.09","1.06","0.06","[Fe/H]","2.3","69.9075"
"290","3.37796","0.0478","0.233","279.6904","18.383","0.243","1","0","1","-24.427364","13.105","11.572000000000001","","6050","4","0.619","1.27","1.87","0","[Fe/H]","4.3","12.1143"
"291","2.8126548","0.04024","0.471","292.4036","14","0.58","1","0","1","-21.271938000000002","14.384","12.699000000000002","","5700","4.4","0.057","1.1","1.1","0.39","[Fe/H]","3.5","68.5786"
"292","2.5495551","0.03727","0.08","378.85336","13.787","0.79","1","0","1","-55.330105","11.911","10.287","","5659","4.45","-0.018000000000000002","1.06","1.02","0.29","[Fe/H]","3","38.3832"
"293","2.1061607","0.03166","0.108","299.07802999999996","16.029","0.4","1","0","1","-62.469341","13.849","12.095","","5380","4.43","-0.14","0.95","0.98","0.25","[Fe/H]","7.7","77.4273"
"294","1.8209993","0.03199","0.306","388.38826","16.41","0.484","1","0","1","-63.565608999999995","12.56","11.118","","6300","4.24","0.465","1.32","1.43","0.21","[Fe/H]","2.13","94.3051"
"295","4.175186","0.0523","0.105","1022.14128","12.92","2.12","1","0","1","-23.202793","14.386","12.809000000000001","G0 V","5950","4.4","0.066","1.1","1.1","0.15","[Fe/H]","0.62","91.6273"
"296","4.5776348","0.060070000000000005","0.275","200.2329","17.598","0.202","1","0","1","-29.937889000000002","12.745999999999999","11.517999999999999","","6572","4.16","0.64","1.38","1.62","0","[Fe/H]","2.06","86.1917"
"297","2.516729","0.0362","0.013","420.471","11.433","1.55","1","0","1","-22.546885","13.459000000000001","11.612","G","5403","4.51","-0.187","1","0.93","0.43","[Fe/H]","2.1","20.3548"
"298","3.2642736","0.04997","0.312","505.3497","17.71","0.49","1","0","1","-29.776806","13.377","12.147","","6460","3.92","0.903","1.56","2.26","0.01","[Fe/H]","2.07","79.3657"
"299","4.193649","0.0583","0.38","3082.951","14.908","5.1","1","0","1","-27.050388","12.681","11.498","","6424","4.14","0.653","1.5","1.71","0.47","[Fe/H]","1.34","54.8042"
"300","2.292102","0.03689","0.229","597.5204","15.693","0.83","1","0","1","-33.437332","13.617","12.245","","6060","4.2","0.425","1.27","1.48","0.22","[Fe/H]","3.26","29.7288"
"301","4.3888497","0.04944","0.173","82.95363","13.227","0.191","1","0","1","-30.970833000000002","13.593","11.556","","5099","4.54","-0.39799999999999996","0.84","0.81","0.05","[Fe/H]","8.6","90.4932"
"302","2.7439004","0.036489999999999995","0.279","177.9848","11.96","0.56","1","0","1","-27.972609999999996","14.427999999999999","12.187999999999999","","5080","4.51","-0.39799999999999996","0.86","0.85","0.32","[Fe/H]","9.7","90.9643"
"303","4.1876244","0.05511","0.24","222.481","14.415","0.41","1","0","1","-21.910694","13.307","12.137","","6450","4.3","0.425","1.27","1.31","0.02","[Fe/H]","1.52","87.3979"
"304","4.7423729","0.05367","0.559","54.984590000000004","10.122","0.28","1","0","1","-56.316113","13.634","11.965","","5495","4.54","-0.23","0.92","0.85","-0.06","[Fe/H]","3","49.8144"
"305","4.763387","0.0542","0.019","75.323","10.222999999999999","0.39","1","0","1","-21.481916000000002","12.63","10.703","G","5304","4.53","-0.268","0.94","0.87","0.19","[Fe/H]","3.6","57.62"
"306","3.8297015","0.050460000000000005","0.516","123.9537","12.665999999999999","0.33","1","0","1","-26.077582999999997","14.033","12.289000000000001","","5990","4.41","0.14300000000000002","1.17","1.12","0.011107881644409444","[Fe/H]","1.2","16.2757"
"307","3.3488702","0.04639","0.33","244.09344","15.805","0.34","1","0","1","-29.058611","12.470999999999998","10.867","","5758","4.2","0.31","1.19","1.44","0.011107881644409444","[Fe/H]","4.74","27.3911"
"308","1.36665436","0.024980000000000002","0.246","711.9392","15.491","1.06","1","0","1","-31.269333000000003","13.669","12.114","","6010","4.45","0.068","1.11","1.05","0.011107881644409444","[Fe/H]","1.2","86.4579"
"309","3.8537768","0.04753","0.33","189.10885","15.02","0.303","1","0","1","-33.860054","13.79","12.046","","5644","4.34","0.045","0.96","1.1","0.011107881644409444","[Fe/H]","9","49.2399"
"310","2.5441828","0.037630000000000004","0.126","241.5508","11.96","0.77","1","0","1","-44.688805","13.913","12.17","","5702","4.24","0.212","1.1","1.32","0.396","[Fe/H]","6.6","46.3662"
"311","4.2042001","0.05412","0.092","292.72143","14.022","0.587","1","0","1","-32.755421000000005","13.47","12.02","","6214","4.41","0.22899999999999998","1.2","1.13","0.10800000000000001","[Fe/H]","0.4","84.8942"
"312","4.324799","0.06043","0.019","191.33366","18.921","0.155","1","0","1","-45.799443","11.578","10.251","","6536","3.95","0.898","1.57","2.2","0.19","[Fe/H]","1.8940000000000001","49.5977"
"313","2.350621","0.03493","0.028","1000.21101","12.767000000000001","2.65","1","0","1","-19.056757","12.344000000000001","10.707","","5587","4.48","-0.094","1.03","0.96","0.268","[Fe/H]","2.5","29.1053"
"314","4.2180896","0.05798","0.168","327.3649","12.274000000000001","0.96","1","0","2","-48.978396999999994","11.552","10.289000000000001","","7175","4.29","0.6890000000000001","1.46","1.43","0.011107881644409444","[Fe/H]","0.31","18.0421"
"315","5.416081","0.06112000000000001","0.129","256.17098","12.620999999999999","0.7","1","0","1","-22.388167000000003","13.950999999999999","12.238","","5670","4.42","-0.004","1.04","1.04","0.18","[Fe/H]","4.3","68.4178"
"316","1422","2.504","0.083","4036.441","12.3","11.9","1","0","1","-22.388167000000003","13.950999999999999","12.238","","5670","4.42","-0.004","1.04","1.04","0.18","[Fe/H]","4.3","72.755"
"317","3.3252725","0.03623","0","101.38776999999999","11.187000000000001","0.399","1","0","1","-19.031655999999998","15.16","11.224","M1 V","3724","4.68","-1.1","0.57","0.57","0.2","[Fe/H]","8.1","13.9058"
"318","3.560829","0.047080000000000004","0.191","210.40346","12.924000000000001","0.537","1","0","1","-14.991763","12.640999999999998","10.988","","5688","4.15","0.3","1.1","1.46","0.335","[Fe/H]","7.55","60.3109"
"319","7.817953","0.07908","0.092","1080.622","13.395","2.47","1","0","1","-25.34971","13.232999999999999","11.478","","5542","4.03","0.369","1.08","1.66","0.247","[Fe/H]","8.9","49.2422"
"320","3.2768837","0.04163","0.298","56.891569999999994","11.825","0.076","1","0","1","-24.303471","14.015","12.109000000000002","","5416","4.45","-0.17300000000000001","0.9","0.93","0.133","[Fe/H]","9.55","83.8134"
"321","3.0566527","0.040260000000000004","0.136","305.1168","13.529000000000002","0.67","1","0","1","-28.197287","13.892000000000001","12.216","","5627","4.35","0.012","0.93","1.07","0.081","[Fe/H]","10.3","72.4252"
"322","4.908897","0.06562","0.151","305.1168","18.82","0.245","1","0","1","-29.800437","12.924000000000001","11.705","","6554","3.98","0.867","1.56","2.11","0.22","[Fe/H]","1.861","17.8208"
"323","3.105161","0.044969999999999996","0.062","260.93843","16.825","0.3","1","0","1","-26.740201000000003","12.497","11.095","","6277","4.3","0.377","1.26","1.31","0.19899999999999998","[Fe/H]","1.78","22.1966"
"324","3.1414391","0.047139999999999994","0.064","1694.0339","15.815999999999999","2.34","1","0","1","-33.881703","14.095","12.761","","6626","4.06","0.767","1.41","1.84","-0.017","[Fe/H]","2.17","49.8525"
"325","1.6091788","0.03032","0.057","460.8535","18.887","0.374","1","0","1","-46.136424","13.652999999999999","12.327","","6594","4.28","0.547","1.44","1.44","0.332","[Fe/H]","0.51","12.1259"
"326","3.5862202","0.050710000000000005","0.036","410.0007","13.809000000000001","0.856","1","0","1","-58.904757","12.276","10.949000000000002","","6147","4.08","0.5920000000000001","1.35","1.75","0.21","[Fe/H]","3.02","13.8238"
"327","2.2252577","0.03211","0.519","183.38791","10.593","0.46","1","0","1","-60.89168299999999","13.945","11.875","","5137","4.5","-0.318","0.89","0.88","0.377","[Fe/H]","8","36.0443"
"328","3.185315","0.040119999999999996","0.17","38.1396","6.311","0.83","1","0","1","-21.207695","13.34","10.975999999999999","K2","4985","4.54","-0.434","0.85","0.81","0.25","[Fe/H]","7.8","32.4807"
"329","1.8882378","0.03632","0.18","4100.007","15.513","6.64","1","0","1","-31.244406","12.574000000000002","12.04","","7930","4.17","1.079","1.78","1.88","0.040999999999999995","[Fe/H]","0.81","93.1895"
"330","3.583893","0.046669999999999996","0.376","43.86054","9.785","0.259","1","0","1","-25.748317999999998","14.03","12.661","","5679","4.39","-0.025","1.06","1.09","0.21","[Fe/H]","5.1","90.8485"
"331","1.915291","0.0312","0.075","266.02371","13.85","0.626","1","0","1","-20.166317000000003","13.276","11.479000000000001","","5599","4.1","0.275","1.1","1.56","0.38","[Fe/H]","10.8","62.2095"
"332","2319.5392238828044","53","","239000","77.342","2.84","0","0","1","-70.194786","6.704","5.417999999999999","B9 Vne","10500","4.354839473684218","1.5","2.4","1.5409463240905692","0.011107881644409444","[Fe/H]","0.005","83.6828"
"333","157.57001","0.68","0.09","511.7063","13.5","1.14","0","0","1","20.441545","6.45","4.129","G9 III","4891","2.79","1.735","2.28","10.06","0.07","[Fe/H]","1.3090000000000002","81.8128"
"334","383.70001","1.03","0.36","327.3649","13.8","0.684","0","0","1","-4.7556970000000005","8.418","6.735","G8 V","5533","4.32","-0.024","0.83","1.04","0.25","[Fe/H]","5","49.6074"
"335","5.75969","0.06412000000000001","0.073","13.221729999999999","3.7","1.43","0","0","1","-60.511528000000006","7.321000000000001","5.867999999999999","G1 V","5911","4.39","0.182","1.06","1.11","0.08","[Fe/H]","4.3","33.4972"
"336","16.357","0.12859","0.131","12.01397","3.49","1.55","0","0","1","-60.511528000000006","7.321000000000001","5.867999999999999","G1 V","5911","4.39","0.182","1.06","1.11","0.08","[Fe/H]","4.3","39.4327"
"337","49.748","0.2699","0.051","25.58532","5.46","0.864","0","0","1","-60.511528000000006","7.321000000000001","5.867999999999999","G1 V","5911","4.39","0.182","1.06","1.11","0.08","[Fe/H]","4.3","65.8831"
"338","122.744","0.4929","0.119","22.947329999999997","5.12","0.939","0","0","1","-60.511528000000006","7.321000000000001","5.867999999999999","G1 V","5911","4.39","0.182","1.06","1.11","0.08","[Fe/H]","4.3","60.8883"
"339","604.67","1.427","0.263","23.26516","5.16","0.931","0","0","1","-60.511528000000006","7.321000000000001","5.867999999999999","G1 V","5911","4.39","0.182","1.06","1.11","0.08","[Fe/H]","4.3","25.8906"
"340","2205","3.381","0.095","65.66368","9.5","0.421","0","0","1","-60.511528000000006","7.321000000000001","5.867999999999999","G1 V","5911","4.39","0.182","1.06","1.11","0.08","[Fe/H]","4.3","15.123"
"341","70.46","0.3","0.11","79.4575","10.6","0.367","0","0","1","-58.006886","8.21","6.147","K1 V","5108","4.33","-0.32299999999999995","0.57","0.86","0.15","[Fe/H]","1","7.2545"
"342","20.8133","0.15","0.12","54.0311","8.47","0.489","0","0","1","-58.703708999999996","7.47","5.832999999999999","G6 V","5655","4.29","0.16","1.06","1.23","0.28","[Fe/H]","9.4","10.7848"
"343","4.11377","0.05","0","130.3103","14.2","0.25","0","0","1","2.821483","8.062000000000001","6.151","K0 V","5301","4.49","-0.311","0.76","0.82","0.04","[Fe/H]","2.4","64.7207"
"344","127.58","0.51","0.05","1570.0802","12.9","4.02","0","0","1","14.123985999999999","8.69","6.2589999999999995","K0","4790","2.58","1.662","1.45","10.3","-0.41","[Fe/H]","4.236718483690839","36.3598"
"345","778.09998","1.81","0.21","2593.4928","12.6","7.12","0","0","1","3.474293","8.04","5.402","K0 III","4745","2.96","1.585","3.21","9.82","0.05","[Fe/H]","1.6","28.827"
"346","1123","6.176108677507845","0.209","483.1016","13.5","1.08","0","0","1","3.474293","8.04","5.402","K0 III","4745","2.96","1.585","3.21","9.82","0.05","[Fe/H]","1.6","33.1386"
"347","122.1","0.46","0.34","16","4.14","1.24","0","0","1","-40.500355","4.91","3.489","G3/5 V","5630","4.57","-0.057","0.85","0.9","-0.26","[Fe/H]","9","9.11486"
"348","3090.942","4.074","0.11","113.9","13.1","0.278","0","0","1","-1.252453","9.267999999999999","7.495","K0 V","5436","4.354839473684218","-0.138","0.95","0.96","0.011107881644409444","[Fe/H]","4.236718483690839","42.7328"
"349","6.4947","0.0807","0.037","305.1168","13.8","0.638","0","0","1","57.640736","7.86","5.662999999999999","G5","4985","3.38","1.048","1.66","4.55","0.12","[Fe/H]","2.3280000000000003","93.4495"
"350","47.84","0.25","0","28.6047","5.83","0.793","0","0","1","-50.292823999999996","9.391","7.426","K1 V(P)","5250","4.45","-0.247","0.8","0.88","0.22","[Fe/H]","9.1","58.357"
"351","4.5557","0.0498","0.086","197.046","14.1","0.386","0","0","1","-2.778953","9.49","7.2829999999999995","K3 V","5017","4.43","-0.45799999999999996","0.79","0.73","-0.02","[Fe/H]","3.8","26.5461"
"352","5.8881","0.07","0.09","116","13.3","0.271","0","0","1","-12.107909","7.121","6","F5 V","6489","4.26","0.544","1.33","1.58","0.28","[Fe/H]","1.05","65.8747"
"353","120.878","0.439","0.19","11.2","3.35","1.64","0","0","1","-23.923887","8.69","6.314","K3 V","4792","4.48","-0.569","0.77","0.75","-0.07","[Fe/H]","4.236718483690839","76.1778"
"354","55.806","0.26","0","50.8528","8.18","0.511","0","0","1","-20.353781","7.93","5.614","K2 V","4937","4.49","-0.513","0.62","0.74","0","[Fe/H]","4.33","48.7427"
"355","1032.3","2.01","0.132","472.61321","13.6","1.03","0","0","1","2.704376","7.84","5.59","K0 IV","4912","3.19","1.147","1.01","1.97","0.11","[Fe/H]","10.65","15.7272"
"356","199.505","0.95","0.09","2637.9","12.6","7.25","0","0","1","76.905731","5.8","3.2739999999999996","G9 III","4877","2.85","1.778","2.3","11","-0.15","[Fe/H]","4.236718483690839","88.3037"
"357","1531","2.61","0.48","2202.5619","12.7","5.91","0","0","1","10.041638","7.4079999999999995","5.928999999999999","G0","5874","4.36","0.129","1.01","1.1","-0.06","[Fe/H]","4.19","62.5665"
"358","1888","3.34","0.185","3219.6179","12.5","9.06","0","0","1","-9.513380999999999","7.58","5.862","G5 IV","5509","3.72","0.868","1.39","2.66","0.06","[Fe/H]","4.3","51.7715"
"359","9.55237","0.0907","0.093","12.6","2.44","4.7","1","0","1","-0.393484","8.951","7.853","F5 V","6327","4.25","0.38799999999999996","1.09","1.3","-0.311","[Fe/H]","4.48","20.7844"
"360","21.05704","0.1536","0.22","15.2","4.35","1.01","1","0","1","-0.393484","8.951","7.853","F5 V","6327","4.25","0.38799999999999996","1.09","1.3","-0.311","[Fe/H]","4.48","55.7561"
"361","989.2","2.015","0.15","298.75","13.8","0.625","0","0","1","-53.740832999999995","5.52","4.34","F9 V","6218","4.62","0.149","1.11","1.1","0","[Fe/H]","1.4","42.6199"
"362","3630","4.59","0.572","3054.22","12.5","8.59","0","0","2","-7.257327","7.972","6.151","G5","5362","4.41","0.09","0.97","1.62","0.03","[Fe/H]","11.7","82.9939"
"363","2319.5392238828044","650","","3496","12.4","10.1","0","0","1","-55.975525","7.797000000000001","6.683","F5 V","6516","4.354839473684218","0.75","1.5","2.03","0.011107881644409444","[Fe/H]","0.013000000000000001","39.4388"
"364","1075.69","2.14","0.1043","2028.7088899999999","12.7","5.44","0","0","1","20.083149","6.27","4.601","G5 IV","5600","3.96","0.478","1.13","1.79","0.17","[Fe/H]","6.98","24.4327"
"365","48.056","0.269","0.05","66.741","9.6","0.415","0","0","1","-3.319789","8.015","6.474","G5 V","5797","4.45","0.121","1.12","1.15","0.314","[Fe/H]","5.6","32.6013"
"366","10.8985","0.102","0.53","82.95","10.9","0.352","0","0","1","-64.022087","6.995","5.721","F8/G0 V","6265","4.59","0.28600000000000003","1.27","1.23","0.2","[Fe/H]","3.2","72.936"
"367","1129","2","0.85","1112.4","13.1","2.72","0","0","1","-71.422974","9.36","7.3260000000000005","K2 V","5122","4.45","-0.37","0.84","0.79","0.04","[Fe/H]","4.9","63.8654"
"368","437.7","1.32","0.032","767.24162","13.3","1.79","0","0","1","21.948244","7.71","5.392","K0","4878","3.07","1.375","1.59","5.74","0.02","[Fe/H]","1.8","98.4845"
"369","394.48123","1.04","0.13","451.3186","13.6","0.986","0","0","1","22.879829","8.738","7.06","G5","5600","4.44","0","1.1","1.05","0.26","[Fe/H]","8","33.8243"
"370","1624","2.659","0.239","314.64","13.8","0.658","0","0","1","22.879829","8.738","7.06","G5","5600","4.44","0","1.1","1.05","0.26","[Fe/H]","8","89.756"
"371","68.27","0.33","0.12","273.3338","13.9","0.559","0","0","1","74.489548","8.77","7.216","G0 V","5844","4.46","0.1","1.2","1.07","0.1","[Fe/H]","4.236718483690839","13.6075"
"372","7.8543","0.079","0.25","17.162","4.31","1.18","0","0","1","-11.621868","8.055","6.495","G5 V","5783","4.28","0.301","1.05","1.29","0.1","[Fe/H]","7.3","41.0788"
"373","30.93","0.196","0.15","24.154","5.27","0.907","0","0","1","-11.621868","8.055","6.495","G5 V","5783","4.28","0.301","1.05","1.29","0.1","[Fe/H]","7.3","0.540855"
"374","5.239891","0.0615","0","85.8141","11.1","0.345","0","0","1","-40.812115000000006","8.08","6.678","G3 V","5824","4.31","0.19","1.13","1.22","0.24","[Fe/H]","3.3","78.3282"
"375","835.477","2.14","0.462","3524.59","12.4","10.2","0","0","1","-7.995564","4.66","2.011","K2 III","4445","2.1","2.3040000000000003","2.17","20.9","0.19","[Fe/H]","0.95","77.4386"
"376","1143","1.97","0.2","2269.3062","12.7","6.09","0","0","1","-68.425148","7.59","5.898","G5 V","5512","4.45","-0.161","0.84","0.9","-0.43","[Fe/H]","13","29.3678"
"377","1056.4","2.5","0.26","1398.452","12.9","3.58","0","0","1","22.863407000000002","6.4270000000000005","10.751365111561855","K0 III","4884","3.1","1.581","1.94","8.03","0.07","[Fe/H]","1.41","11.4668"
"378","825.9","1.82","0.03","1433.4133","12.9","3.67","0","0","1","-3.5530980000000003","6.11","4.993","F5 V","6557","4.19","0.512","1.18","1.45","0.07","[Fe/H]","1.9","86.5535"
"379","324","0.92","0.46","899.42","13.2","2.15","0","0","1","63.610226000000004","6.007999999999999","5.005","F6 V","6576.6","4.21","0.62","1.4","1.5","0.07","[Fe/H]","0.15","72.1006"
"380","663.2","1.24","0.14","114.41","13.2","0.273","0","0","1","-52.442924","9.057","5.6370000000000005","K9 V","4462","3.79","-0.8959999999999999","0.58","0.53","-0.24","[Fe/H]","4.3","4.91625"
"381","1818","2.44","0.2","295.57","13.8","0.618","0","0","1","-52.442924","9.057","5.6370000000000005","K9 V","4462","3.79","-0.8959999999999999","0.58","0.53","-0.24","[Fe/H]","4.3","44.9105"
"382","610.2","1.6","0.28","2002.329","12.7","5.37","0","0","1","27.624740999999997","4.82","1.493","K5 III","4181","1.86","2.464","1.49","25.11","0.13","[Fe/H]","3.24","98.6467"
"383","937.70001","1.73","0.23","362.3262","13.7","0.774","0","0","1","-35.054783","8.73","6.351","K3 V","4836","4.45","-0.544","0.6","0.76","-0.05","[Fe/H]","1","70.7909"
"384","4000","5.34","0.458","113.46531","13.1","0.277","0","0","1","-37.803020000000004","4.85","3.303","G4 IV","5641","3.87","0.608","1.27","2.14","0.19","[Fe/H]","4.55","21.0883"
"385","1121.79","2.067","0.079","262.20975","13.9","0.537","0","0","1","-31.873347999999996","6.687","5.136","G0 V","5844","4.05","0.42100000000000004","0.94","1.47","-0.33","[Fe/H]","10.116","47.3894"
"386","83.9151","0.36","0.34","3397.6027","12.44","9.7","0","0","1","17.517122","7.301","5.813","F8","5869","4.18","0.221","0.8","1.2","-0.72","[Fe/H]","13","86.5181"
"387","493.7","1.16","0.144","349.6","13.7","0.747","0","0","1","-2.26504","7.55","5.475","K0","5135","4.57","-0.373","0.85","0.83","0.21","[Fe/H]","7","9.39195"
"388","4319","6.176108677507845","0","194.19413","14.1","0.381","0","0","1","-2.26504","7.55","5.475","K0","5135","4.57","-0.373","0.85","0.83","0.21","[Fe/H]","7","9.95593"
"389","1622.1","2.9","0.3743","1535.1189","12.9","3.93","0","0","1","-19.506975","7.51","6.167999999999999","G0 V","6030","4.43","0.33","1.24","1.34","0.34","[Fe/H]","2.3","38.2896"
"390","223.41","0.774","0.193","129.67463999999998","14.2","0.249","0","0","1","-19.506975","7.51","6.167999999999999","G0 V","6030","4.43","0.33","1.24","1.34","0.34","[Fe/H]","2.3","30.1763"
"391","670","1.65","0","444.962","13.6","0.972","0","0","1","24.648699","8.04","5.534","K0","4819","2.98","1.063","0.83","4.89","0.09","[Fe/H]","2.7","65.712"
"392","907","6.176108677507845","0.038","403.6441","13.7","0.863","0","0","1","24.648699","8.04","5.534","K0","4819","2.98","1.063","0.83","4.89","0.09","[Fe/H]","2.7","80.9095"
"393","2621.75","3.787","0.157","612.14058","13.4","1.4","0","0","1","-35.570995","7.24","5.65","G8 IV/V","5732","4.37","0.066","1.05","1.07","0.19","[Fe/H]","4.192","13.1702"
"394","433.70001","1.09","0.19","1789.3829","12.8","4.69","0","0","1","73.15238199999999","6.87","3.76","G5","4312","1.67","2.169","0.72","20.58","-0.74","[Fe/H]","10.2","5.15083"
"395","25.8","0.18","0.15","55.30242","8.59","0.479","0","0","1","-47.271361999999996","7.169","5.737","G2 V","5990","4.41","0.214","1.08","1.2","0.03","[Fe/H]","5.6","5.34223"
"396","6.1335","0.07","0.31","886.7457","13.2","2.12","0","0","1","53.728531000000004","8.05","6.542999999999999","K0","5864","4.08","0.6459999999999999","1.84","2.06","0.23","[Fe/H]","3.5780000000000003","45.7716"
"397","16.9841","0.13","0.04","24.5","2.63","7.4","1","0","1","-9.946078","9.917","8.407","G3 V","5725","4.33","0.09300000000000001","1","1.09","0.07","[Fe/H]","6.8","78.0868"
"398","1945","3.16","0.041","198","14.1","0.388","0","0","1","-10.242428","6.42","4.4910000000000005","G8 IV","5349","4.03","0.47200000000000003","1.12","1.95","0.122","[Fe/H]","7.45","69.2076"
"399","37.91","0.229","0.3","25","5.38","0.882","0","0","1","-10.242428","6.42","4.4910000000000005","G8 IV","5349","4.03","0.47200000000000003","1.12","1.95","0.122","[Fe/H]","7.45","44.256"
"400","711","1.93","0.4","2080","12.7","5.58","0","0","1","-67.647301","4.69","2.59","G8 III/IV","4970","2.9","1.839","1.91","10.09","-0.21","[Fe/H]","1.2","11.9111"
"401","2082","4.3","0.66","1430.2","12.9","3.66","0","0","1","78.064438","5.899","3.572","G7 III","4892","2.71","1.64","2.39","9.12","0.09","[Fe/H]","1.02","58.9637"
"402","63.33","0.33","0.03","479.9233","13.6","1.05","0","0","1","-56.040043000000004","7.517","6.124","G2 V","6027","4.59","0.151","1.62","1.07","0.15","[Fe/H]","3","57.8635"
"403","58.83","0.297","0.07","947.1334","13.2","2.26","0","0","1","2.815859","8.17","6.706","F8","5920","4.65","0.022000000000000002","1.01","1","0.05","[Fe/H]","4.236718483690839","52.9899"
"404","9.6737","0.08","0","6.3566","2.4","2.53","0","0","1","-40.393947999999995","9.03","6.447","K4 V","4691","4.17","-0.617","0.29","0.74","0.08","[Fe/H]","3.53","59.5045"
"405","557.04","1.372","0.4553","985.273","13.1","2.41","0","0","2","-17.481522000000002","8.31","6.837999999999999","G3 V","5841","4.45","0.06","1.11","1.05","0.22","[Fe/H]","1.77","36.1917"
