"rowid","fpl_hostname","fpl_name","fpl_disc","fpl_orbper","fpl_rads","fst_dist","fst_logg","cluster","simil"
"2187","Kepler-1637","Kepler-1637 b","2016","6.10960324","0.008","506","4.43","0","0.9862652952419382"
"2188","Kepler-1638","Kepler-1638 b","2016","259.33683","0.017","879","4.47","0","0.9868548447376982"
"2189","Kepler-1639","Kepler-1639 b","2016","9.878482","0.024","1168","4.34","0","0.9832085556896862"
"2190","Kepler-164","Kepler-164 b","2014","5.03503","0.013000000000000001","914.18","4.33","0","0.9842305599090353"
"2191","Kepler-164","Kepler-164 c","2014","10.945723","0.025","914.18","4.33","0","0.9841480137571083"
"2192","Kepler-164","Kepler-164 d","2014","28.986769","0.022000000000000002","914.18","4.33","0","0.9841737656861357"
"2193","Kepler-1640","Kepler-1640 b","2016","7.5844126","0.044000000000000004","1379","4.23","0","0.9795706808533514"
"2194","Kepler-1641","Kepler-1641 b","2016","19.672266","0.028999999999999998","961","4.34","0","0.9851092002138823"
"2195","Kepler-1641","Kepler-1641 c","2016","32.657212","0.027000000000000003","961","4.34","0","0.9851285156676282"
"2196","Kepler-1642","Kepler-1642 b","2016","12.2057513","0.028999999999999998","447","4.54","0","0.9896706976445874"
"2197","Kepler-1642","Kepler-1642 c","2016","6.6513802","0.024","447","4.54","0","0.9897313897309361"
"2198","Kepler-1643","Kepler-1643 b","2016","5.34264507","0.021","414","4.52","0","0.9887994823640885"
"2199","Kepler-1644","Kepler-1644 b","2016","21.0907758","0.017","592","4.53","0","0.9878872379374045"
"2200","Kepler-1645","Kepler-1645 b","2016","16.1779561","0.016","844","4.43","0","0.9861439025577146"
"2201","Kepler-1646","Kepler-1646 b","2016","4.48558383","0.011000000000000001","81","5.01","0","0.9882102373634502"
"2202","Kepler-1647","Kepler-1647 b","2016","1107.5923","0.109","1256","4.02","0","0.824935551616478"
"2203","Kepler-1649","Kepler-1649 b","2017","8.68909","0.01","92.43","4.98","0","0.9871450599223552"
"2204","Kepler-165","Kepler-165 b","2014","8.180848","0.021","570.07","4.54","0","0.9876002479878705"
"2205","Kepler-165","Kepler-165 c","2014","15.31299","0.021","570.07","4.54","0","0.9876070286063505"
"2206","Kepler-1650","Kepler-1650 b","2017","1.53818001","0.009000000000000001","120.5","4.73","0","0.9878406337110919"
"2207","Kepler-1651","Kepler-1651 b","2017","9.87863917","0.017","69.4","4.72","0","0.9686112691154996"
"2208","Kepler-1652","Kepler-1652 b","2017","38.09722","0.015","252","4.88","0","0.9820630936392827"
"2209","Kepler-1653","Kepler-1653 b","2017","140.2524","0.02","755","4.62","0","0.9817579836812562"
"2210","Kepler-1654","Kepler-1654 b","2018","1047.8356","0.084","577.6","4.3","0","0.9831041080875097"
"2211","Kepler-1655","Kepler-1655 b","2018","11.8728787","0.02","214.58","4.36","0","0.9820001963729835"
"2212","Kepler-1656","Kepler-1656 b","2018","31.578659","0.046","186.88","4.37","0","0.9828816685701621"
"2213","Kepler-1658","Kepler-1658 b","2019","3.84937278","0.11","806.07","3.67","0","0.8238128333623655"
"2214","Kepler-166","Kepler-166 b","2014","7.650254","0.021","614.16","4.62","0","0.9892873240739689"
"2215","Kepler-166","Kepler-166 c","2014","34.260281","0.022000000000000002","614.16","4.62","0","0.9892790140730988"
"2216","Kepler-166","Kepler-166 d","2016","1.55400393","0.016","614.16","4.62","0","0.9893177037702222"
"2217","Kepler-167","Kepler-167 b","2014","4.3931632","0.015","330","4.61","0","0.9912872760604234"
"2218","Kepler-167","Kepler-167 c","2014","7.406114","0.013999999999999999","330","4.61","0","0.9912897576034955"
"2219","Kepler-167","Kepler-167 d","2016","21.803855","0.011000000000000001","330","4.61","0","0.991298245568274"
"2220","Kepler-167","Kepler-167 e","2016","1071.23228","0.09300000000000001","330","4.61","0","0.9888132037621743"
"2221","Kepler-168","Kepler-168 b","2014","4.425391","0.013000000000000001","1396","4.42","0","0.9837734331885633"
"2222","Kepler-168","Kepler-168 c","2014","13.193242","0.025","1396","4.42","0","0.9836972192776671"
"2223","Kepler-169","Kepler-169 b","2014","3.250619","0.01","411.34","4.58","0","0.9904798662507971"
"2224","Kepler-169","Kepler-169 c","2014","6.195469","0.011000000000000001","411.34","4.58","0","0.9904789590913475"
"2225","Kepler-169","Kepler-169 d","2014","8.348125","0.011000000000000001","411.34","4.58","0","0.9904783857641133"
"2226","Kepler-169","Kepler-169 e","2014","13.767102","0.02","411.34","4.58","0","0.9904370528033151"
"2227","Kepler-169","Kepler-169 f","2014","87.090195","0.024","411.34","4.58","0","0.990405989278445"
"2228","Kepler-17","Kepler-17 b","2011","1.4857108","0.135","800","4.53","0","0.9738692079773991"
"2229","Kepler-170","Kepler-170 b","2014","7.930592","0.028999999999999998","754.64","4.45","0","0.9820689359959612"
"2230","Kepler-170","Kepler-170 c","2014","16.665863","0.026000000000000002","754.64","4.45","0","0.9821103908703882"
"2231","Kepler-171","Kepler-171 b","2014","4.166972","0.021","885.43","4.57","0","0.9896228906530099"
"2232","Kepler-171","Kepler-171 c","2014","11.463462","0.024","885.43","4.57","0","0.9896044859800797"
"2233","Kepler-171","Kepler-171 d","2014","39.595519","0.017","885.43","4.57","0","0.9896520836975837"
"2234","Kepler-172","Kepler-172 b","2014","2.940309","0.022000000000000002","848.56","4.38","0","0.9819081723161309"
"2235","Kepler-172","Kepler-172 c","2014","6.388996","0.026000000000000002","848.56","4.38","0","0.9818655833042824"
"2236","Kepler-172","Kepler-172 d","2014","14.627119","0.021","848.56","4.38","0","0.9819149543169655"
"2237","Kepler-172","Kepler-172 e","2014","35.118736","0.025","848.56","4.38","0","0.9818749951571543"
"2238","Kepler-173","Kepler-173 b","2014","4.263742","0.012","853.39","4.4","0","0.987654491264182"
"2239","Kepler-173","Kepler-173 c","2014","8.005777","0.022000000000000002","853.39","4.4","0","0.9875958466690833"
"2240","Kepler-174","Kepler-174 b","2014","13.98179","0.018000000000000002","389.07","4.68","0","0.9836040088631988"
"2241","Kepler-174","Kepler-174 c","2014","44.000529","0.013999999999999999","389.07","4.68","0","0.9836257786292777"
"2242","Kepler-174","Kepler-174 d","2014","247.35373","0.02","389.07","4.68","0","0.9835885358326469"
"2243","Kepler-175","Kepler-175 b","2014","11.903515","0.024","1363.39","4.47","0","0.9865350835765305"
"2244","Kepler-175","Kepler-175 c","2014","34.035257","0.027999999999999997","1363.39","4.47","0","0.9864801385586535"
"2245","Kepler-176","Kepler-176 b","2014","5.433074","0.013000000000000001","535.4","4.47","0","0.9886462172750187"
"2246","Kepler-176","Kepler-176 c","2014","12.759712","0.024","535.4","4.47","0","0.988577048965727"
"2247","Kepler-176","Kepler-176 d","2014","25.751974","0.023","535.4","4.47","0","0.9885854537771949"
"2248","Kepler-176","Kepler-176 e","2016","51.16579","0.013000000000000001","535.4","4.47","0","0.9886449794015872"
"2249","Kepler-177","Kepler-177 b","2013","36.855","0.027000000000000003","1497.42","4.42","0","0.9870233973092127"
"2250","Kepler-177","Kepler-177 c","2013","49.412","0.065","1497.42","4.42","0","0.9860839476501854"
"2251","Kepler-178","Kepler-178 b","2014","9.576694","0.027000000000000003","731.04","4.33","0","0.9848230636346407"
"2252","Kepler-178","Kepler-178 c","2014","20.552802","0.026000000000000002","731.04","4.33","0","0.9848251999831263"
"2253","Kepler-178","Kepler-178 d","2014","96.678988","0.036000000000000004","731.04","4.33","0","0.9846800211503484"
"2254","Kepler-179","Kepler-179 b","2014","2.735926","0.015","616.39","4.61","0","0.9896205005082187"
"2255","Kepler-179","Kepler-179 c","2014","6.40013","0.018000000000000002","616.39","4.61","0","0.9896033123444808"
"2256","Kepler-18","Kepler-18 b","2011","3.504725","0.018000000000000002","438.51","4.31","0","0.9648496583762838"
"2257","Kepler-18","Kepler-18 c","2011","7.64159","0.05","438.51","4.31","0","0.9643998312336257"
"2258","Kepler-18","Kepler-18 d","2011","14.85888","0.064","438.51","4.31","0","0.9640325867737451"
"2259","Kepler-180","Kepler-180 b","2014","13.817124","0.013999999999999999","709.83","4.34","0","0.9846127654824803"
"2260","Kepler-180","Kepler-180 c","2014","41.885775","0.027999999999999997","709.83","4.34","0","0.9845048585983923"
"2261","Kepler-181","Kepler-181 b","2014","3.137873","0.012","620.09","4.62","0","0.9890259169104461"
"2262","Kepler-181","Kepler-181 c","2014","4.302149","0.018000000000000002","620.09","4.62","0","0.9889999364262564"
"2263","Kepler-182","Kepler-182 b","2014","9.825792","0.024","1621.79","4.4","0","0.9828546937451603"
"2264","Kepler-182","Kepler-182 c","2014","20.684342","0.032","1621.79","4.4","0","0.9827617679732739"
"2265","Kepler-183","Kepler-183 b","2014","5.687945","0.019","1082.6","4.5","0","0.9899693223452027"
"2266","Kepler-183","Kepler-183 c","2014","11.637071","0.021","1082.6","4.5","0","0.9899424005209432"
"2267","Kepler-184","Kepler-184 b","2014","10.687576","0.022000000000000002","621.24","4.51","0","0.9893456770899198"
"2268","Kepler-184","Kepler-184 c","2014","20.303005","0.018000000000000002","621.24","4.51","0","0.9893725512265557"
"2269","Kepler-184","Kepler-184 d","2014","29.022358","0.023","621.24","4.51","0","0.9893349369479445"
"2270","Kepler-185","Kepler-185 b","2014","1.6329","0.011000000000000001","473.07","4.54","0","0.9895891039962351"
"2271","Kepler-185","Kepler-185 c","2014","20.729042","0.018000000000000002","473.07","4.54","0","0.9895585148259647"
"2272","Kepler-186","Kepler-186 b","2014","3.8867907","0.01","172","4.74","0","0.9871970238864898"
"2273","Kepler-186","Kepler-186 c","2014","7.267302","0.011000000000000001","172","4.74","0","0.9871947646063113"
"2274","Kepler-186","Kepler-186 d","2014","13.342996","0.013000000000000001","172","4.74","0","0.9871914682700402"
"2275","Kepler-186","Kepler-186 e","2014","22.407704","0.012","172","4.74","0","0.9871944200631088"
"2276","Kepler-186","Kepler-186 f","2014","129.9441","0.011000000000000001","172","4.74","0","0.9871960160473584"
"2277","Kepler-187","Kepler-187 b","2014","4.938864","0.013000000000000001","1180.86","4.27","0","0.984000586686775"
"2278","Kepler-187","Kepler-187 c","2014","10.640263","0.025","1180.86","4.27","0","0.9839232642015201"
"2279","Kepler-188","Kepler-188 b","2014","2.061897","0.015","996.09","4.35","0","0.9863142713410189"
"2280","Kepler-188","Kepler-188 c","2014","5.996553","0.028999999999999998","996.09","4.35","0","0.9861881454793447"
"2281","Kepler-189","Kepler-189 b","2014","10.399931","0.011000000000000001","601.75","4.62","0","0.9904355078312089"
"2282","Kepler-189","Kepler-189 c","2014","20.134866","0.022000000000000002","601.75","4.62","0","0.9903806978809659"
"2283","Kepler-19","Kepler-19 b","2011","9.28716","0.02","219.95","4.51","0","0.9858017884297211"
"2284","Kepler-19","Kepler-19 c","2011","28.731","0.034","219.95","4.51","1","0.8119390442956046"
"2285","Kepler-19","Kepler-19 d","2017","62.95","0.046","219.95","4.51","1","0.8115733906754112"
"2286","Kepler-190","Kepler-190 b","2014","2.019999","0.013999999999999999","438.88","4.56","0","0.9894147498832624"
"2287","Kepler-190","Kepler-190 c","2014","3.763024","0.013000000000000001","438.88","4.56","0","0.9894178374440775"
"2288","Kepler-191","Kepler-191 b","2014","9.939632","0.012","604.75","4.59","0","0.989842566026513"
"2289","Kepler-191","Kepler-191 c","2014","17.738506","0.017","604.75","4.59","0","0.9898239464244749"
"2290","Kepler-191","Kepler-191 d","2016","5.94504102","0.021","604.75","4.59","0","0.9897968977655323"
"2291","Kepler-192","Kepler-192 b","2014","9.926746","0.025","664.14","4.43","0","0.9831311087234043"
"2292","Kepler-192","Kepler-192 c","2014","21.2234","0.026000000000000002","664.14","4.43","0","0.9831264746821249"
"2293","Kepler-192","Kepler-192 d","2016","6.47027579","0.009000000000000001","664.14","4.43","0","0.983210174638964"
"2294","Kepler-193","Kepler-193 b","2014","11.38848","0.022000000000000002","1038.87","4.4","0","0.9841924871274929"
"2295","Kepler-193","Kepler-193 c","2014","50.697494","0.025","1038.87","4.4","0","0.9841600121073115"
"2296","Kepler-194","Kepler-194 b","2014","2.092281","0.013999999999999999","1133.48","4.42","0","0.9853786784442594"
"2297","Kepler-194","Kepler-194 c","2014","17.308032","0.024","1133.48","4.42","0","0.9853144026750565"
"2298","Kepler-194","Kepler-194 d","2014","52.814973","0.022000000000000002","1133.48","4.42","0","0.9853303785503199"
"2299","Kepler-195","Kepler-195 b","2014","8.307872","0.019","664.47","4.6","0","0.9886353610922703"
"2300","Kepler-195","Kepler-195 c","2014","34.096863","0.013999999999999999","664.47","4.6","0","0.9886578082570046"
"2301","Kepler-196","Kepler-196 b","2014","20.739886","0.017","457.26","4.57","0","0.9906382162331506"
"2302","Kepler-196","Kepler-196 c","2014","47.427737","0.021","457.26","4.57","0","0.9906164117307487"
"2303","Kepler-197","Kepler-197 b","2014","5.599308","0.009000000000000001","333.75","4.3","0","0.9778673010261828"
"2304","Kepler-197","Kepler-197 c","2014","10.349695","0.011000000000000001","333.75","4.3","0","0.9778545237891504"
"2305","Kepler-197","Kepler-197 d","2014","15.677563","0.011000000000000001","333.75","4.3","0","0.977865641406754"
"2306","Kepler-197","Kepler-197 e","2014","25.209715","0.008","333.75","4.3","0","0.9778672057439985"
"2307","Kepler-198","Kepler-198 b","2014","17.790037","0.026000000000000002","502.52","4.47","0","0.9893322097405259"
"2308","Kepler-198","Kepler-198 c","2014","49.567416","0.023","502.52","4.47","0","0.9893660850390534"
"2309","Kepler-198","Kepler-198 d","2016","1.31184443","0.013999999999999999","502.52","4.47","0","0.9894215764994412"
"2310","Kepler-199","Kepler-199 b","2014","23.637604","0.028999999999999998","528.99","4.44","0","0.981691429917609"
"2311","Kepler-199","Kepler-199 c","2014","67.093408","0.03","528.99","4.44","0","0.9816726396125428"
"2312","Kepler-20","Kepler-20 b","2011","3.69611525","0.017","284.88","4.45","0","0.8548722731568962"
"2313","Kepler-20","Kepler-20 c","2011","10.85409089","0.027999999999999997","284.88","4.45","0","0.8548200634670623"
"2314","Kepler-20","Kepler-20 d","2011","77.61130017","0.025","284.88","4.45","0","0.8548378711290999"
"2315","Kepler-20","Kepler-20 e","2011","6.09852281","0.008","284.88","4.45","0","0.8548768705395479"
"2316","Kepler-20","Kepler-20 f","2011","19.57758478","0.009000000000000001","284.88","4.45","0","0.8548782532779827"
"2317","Kepler-20","Kepler-20 g","2016","34.94","0.043","284.88","4.45","1","0.6652173168758329"
"2318","Kepler-200","Kepler-200 b","2014","8.594805","0.019","678.93","4.45","0","0.9883817116759979"
"2319","Kepler-200","Kepler-200 c","2014","10.222157","0.015","678.93","4.45","0","0.9884103094116287"
"2320","Kepler-201","Kepler-201 b","2014","25.672083","0.023","648.18","4.29","0","0.979895769634162"
"2321","Kepler-201","Kepler-201 c","2014","151.884058","0.026000000000000002","648.18","4.29","0","0.9798593750518623"
"2322","Kepler-202","Kepler-202 b","2014","4.069427","0.015","287.48","4.65","0","0.9906888780956179"
"2323","Kepler-202","Kepler-202 c","2014","16.282493","0.017","287.48","4.65","0","0.9906788851929348"
"2324","Kepler-203","Kepler-203 b","2014","3.162697","0.024","717.73","4.36","0","0.9865411537460594"
"2325","Kepler-203","Kepler-203 c","2014","5.370647","0.023","717.73","4.36","0","0.9794129571621216"
"2326","Kepler-203","Kepler-203 d","2014","11.32972","0.013000000000000001","717.73","4.36","0","0.9862797448018276"
"2327","Kepler-204","Kepler-204 b","2014","14.400974","0.023","700.59","4.27","0","0.984354762236941"
"2328","Kepler-204","Kepler-204 c","2014","25.660593","0.016","700.59","4.27","0","0.9844045013613283"
"2329","Kepler-205","Kepler-205 b","2014","2.75564","0.013999999999999999","160.46","4.74","0","0.8445048416202059"
"2330","Kepler-205","Kepler-205 c","2014","20.306546","0.015","160.46","4.74","0","0.8445027375909775"
"2331","Kepler-206","Kepler-206 b","2014","7.781987","0.011000000000000001","604.81","4.31","0","0.9854261338797617"
"2332","Kepler-206","Kepler-206 c","2014","13.137471","0.016","604.81","4.31","0","0.9854101515403765"
"2333","Kepler-206","Kepler-206 d","2014","23.44281","0.011000000000000001","604.81","4.31","0","0.9854262576730081"
"2334","Kepler-207","Kepler-207 b","2014","1.611865","0.013999999999999999","898.2","4.13","0","0.9795627789118133"
"2335","Kepler-207","Kepler-207 c","2014","3.071571","0.013999999999999999","898.2","4.13","0","0.9795648799430883"
"2336","Kepler-207","Kepler-207 d","2014","5.868075","0.03","898.2","4.13","0","0.9794248167775355"
"2337","Kepler-208","Kepler-208 b","2014","4.22864","0.015","793.01","4.26","0","0.9823788762223907"
"2338","Kepler-208","Kepler-208 c","2014","7.466623","0.013000000000000001","793.01","4.26","0","0.982385688439427"
"2339","Kepler-208","Kepler-208 d","2014","11.131786","0.011000000000000001","793.01","4.26","0","0.9823887367556657"
"2340","Kepler-208","Kepler-208 e","2014","16.259458","0.013999999999999999","793.01","4.26","0","0.9823835169988238"
"2341","Kepler-209","Kepler-209 b","2014","16.087845","0.021","586.68","4.47","0","0.9889472279015917"
"2342","Kepler-209","Kepler-209 c","2014","41.749882","0.027999999999999997","586.68","4.47","0","0.9888660202039949"
"2343","Kepler-21","Kepler-21 b","2012","2.78578","0.015","108.86","4.03","0","0.9592076629802805"
"2344","Kepler-210","Kepler-210 b","2014","2.453234","0.027000000000000003","234.33","4.66","0","0.9840470071242329"
"2345","Kepler-210","Kepler-210 c","2014","7.972513","0.033","234.33","4.66","0","0.9839594031326611"
"2346","Kepler-211","Kepler-211 b","2014","4.138575","0.012","312.14","4.55","0","0.9828994787674136"
"2347","Kepler-211","Kepler-211 c","2014","6.04045","0.012","312.14","4.55","0","0.982725692583229"
"2348","Kepler-212","Kepler-212 b","2014","16.257582","0.01","701.04","4.18","0","0.9806878519831629"
"2349","Kepler-212","Kepler-212 c","2014","31.805174","0.025","701.04","4.18","0","0.9806057516320615"
"2350","Kepler-213","Kepler-213 b","2014","2.46236","0.015","646.74","4.31","0","0.9752386433439618"
"2351","Kepler-213","Kepler-213 c","2014","4.822962","0.021","646.74","4.31","0","0.9751999426559572"
"2352","Kepler-214","Kepler-214 b","2014","15.660544","0.024","1252.07","4.25","0","0.9763788579287724"
"2353","Kepler-214","Kepler-214 c","2014","28.7798","0.019","1252.07","4.25","0","0.9764161421125351"
"2354","Kepler-215","Kepler-215 b","2014","9.360672","0.015","492.9","4.36","0","0.9790062071815667"
"2355","Kepler-215","Kepler-215 c","2014","14.667108","0.016","492.9","4.36","0","0.9789994373592588"
"2356","Kepler-215","Kepler-215 d","2014","30.864423","0.022000000000000002","492.9","4.36","0","0.9789557409391872"
"2357","Kepler-215","Kepler-215 e","2014","68.16101","0.016","492.9","4.36","0","0.9790004266961325"
"2358","Kepler-216","Kepler-216 b","2014","7.693641","0.022000000000000002","1229.44","4.28","0","0.9830824712523739"
"2359","Kepler-216","Kepler-216 c","2014","17.406669","0.027999999999999997","1229.44","4.28","0","0.9830149199657892"
"2360","Kepler-217","Kepler-217 b","2014","5.374943","0.021","1140.95","4.03","0","0.9743972491503089"
"2361","Kepler-217","Kepler-217 c","2014","8.586004","0.017","1140.95","4.03","0","0.9744197751782825"
"2362","Kepler-217","Kepler-217 d","2016","3.88689525","0.012","1140.95","4.03","0","0.9744369498600307"
"2363","Kepler-218","Kepler-218 b","2014","3.619337","0.013999999999999999","669.02","4.39","0","0.9805601841054254"
"2364","Kepler-218","Kepler-218 c","2014","44.699576","0.028999999999999998","669.02","4.39","0","0.9804504250649794"
"2365","Kepler-218","Kepler-218 d","2016","124.5244647","0.024","669.02","4.39","0","0.9804958103055386"
"2366","Kepler-219","Kepler-219 b","2014","4.585512","0.027000000000000003","805.3","4.16","0","0.9789586725509472"
"2367","Kepler-219","Kepler-219 c","2014","22.714613","0.033","805.3","4.16","0","0.9788820377744706"
"2368","Kepler-219","Kepler-219 d","2014","47.903645","0.026000000000000002","805.3","4.16","0","0.9789739368608145"
"2369","Kepler-22","Kepler-22 b","2011","289.8623","0.022000000000000002","190","4.44","0","0.9767533312972794"
"2370","Kepler-220","Kepler-220 b","2014","4.159807","0.006999999999999999","171.96","4.65","0","0.9732225503991226"
"2371","Kepler-220","Kepler-220 c","2014","9.034199","0.013999999999999999","171.96","4.65","0","0.9732144622543449"
"2372","Kepler-220","Kepler-220 d","2014","28.122397","0.009000000000000001","171.96","4.65","0","0.9732235611398379"
"2373","Kepler-220","Kepler-220 e","2014","45.902733","0.012","171.96","4.65","0","0.9732205421065023"
"2374","Kepler-221","Kepler-221 b","2014","2.795906","0.016","389.55","4.54","0","0.9889722156905524"
"2375","Kepler-221","Kepler-221 c","2014","5.690586","0.027000000000000003","389.55","4.54","0","0.9888796349539616"
"2376","Kepler-221","Kepler-221 d","2014","10.04156","0.025","389.55","4.54","0","0.988899921090674"
"2377","Kepler-221","Kepler-221 e","2014","18.369917","0.024","389.55","4.54","0","0.988909599830538"
"2378","Kepler-222","Kepler-222 b","2014","3.936981","0.028999999999999998","775.61","4.55","0","0.9886640773016491"
"2379","Kepler-222","Kepler-222 c","2014","10.08881","0.043","775.61","4.55","0","0.9884260550555773"
"2380","Kepler-222","Kepler-222 d","2014","28.081912","0.034","775.61","4.55","0","0.9885926578588895"
"2381","Kepler-223","Kepler-223 b","2014","7.38449","0.027000000000000003","1960.49","4.46","0","0.9872493173615302"
"2382","Kepler-223","Kepler-223 c","2014","9.84564","0.032","1960.49","4.46","0","0.9871938026547504"
"2383","Kepler-223","Kepler-223 d","2014","14.78869","0.048","1960.49","4.46","0","0.9868634154435877"
"2384","Kepler-223","Kepler-223 e","2014","19.72567","0.042","1960.49","4.46","0","0.9870010020490328"
"2385","Kepler-224","Kepler-224 b","2014","3.132924","0.013000000000000001","799.75","4.64","0","0.9823931536450431"
"2386","Kepler-224","Kepler-224 c","2014","5.925003","0.028999999999999998","799.75","4.64","0","0.9822575355422365"
"2387","Kepler-224","Kepler-224 d","2014","11.349393","0.021","799.75","4.64","0","0.9823442200640053"
"2388","Kepler-224","Kepler-224 e","2014","18.643577","0.018000000000000002","799.75","4.64","0","0.9823677620407696"
"2389","Kepler-225","Kepler-225 b","2014","6.738975","0.011000000000000001","569.99","4.78","0","0.9896470579123442"
"2390","Kepler-225","Kepler-225 c","2014","18.794234","0.017","569.99","4.78","0","0.9896269261877898"
"2391","Kepler-226","Kepler-226 b","2014","3.940997","0.013999999999999999","1008.14","4.59","0","0.9891530244299241"
"2392","Kepler-226","Kepler-226 c","2014","5.349555","0.021","1008.14","4.59","0","0.9891806391670022"
"2393","Kepler-226","Kepler-226 d","2014","8.109044","0.011000000000000001","1008.14","4.59","0","0.9892501881181859"
"2394","Kepler-227","Kepler-227 b","2014","9.488015","0.028999999999999998","1117.5","4.4","0","0.9857983802716156"
"2395","Kepler-227","Kepler-227 c","2014","54.418694","0.027999999999999997","1117.5","4.4","0","0.9858064987593771"
"2396","Kepler-228","Kepler-228 b","2014","2.566546","0.013999999999999999","1724.6","4.47","0","0.9869485745656815"
"2397","Kepler-228","Kepler-228 c","2014","4.134444","0.025","1724.6","4.47","0","0.9868736835871306"
"2398","Kepler-228","Kepler-228 d","2014","11.094286","0.037000000000000005","1724.6","4.47","0","0.9866943694645114"
"2399","Kepler-229","Kepler-229 b","2014","6.252972","0.02","845.88","4.63","0","0.9893325041483636"
"2400","Kepler-229","Kepler-229 c","2014","16.068638","0.045","845.88","4.63","0","0.9889379443087628"
"2401","Kepler-229","Kepler-229 d","2014","41.194912","0.035","845.88","4.63","0","0.9891424523554846"
"2402","Kepler-23","Kepler-23 b","2011","7.1073","0.017","856.34","4.09","0","0.9761040710847279"
"2403","Kepler-23","Kepler-23 c","2011","10.7421","0.028999999999999998","856.34","4.09","0","0.9759942699395535"
"2404","Kepler-23","Kepler-23 d","2014","15.274299","0.02","856.34","4.09","0","0.9760863182477907"
"2405","Kepler-230","Kepler-230 b","2014","32.625555","0.039","756.73","4.55","0","0.9870748730814134"
"2406","Kepler-230","Kepler-230 c","2014","91.773242","0.019","756.73","4.55","0","0.9873545406208605"
"2407","Kepler-231","Kepler-231 b","2014","10.065275","0.016","319.49","4.78","0","0.8524044769094419"
"2408","Kepler-231","Kepler-231 c","2014","19.271566","0.018000000000000002","319.49","4.78","0","0.8524524425693669"
"2409","Kepler-232","Kepler-232 b","2014","4.431222","0.027999999999999997","1402.96","4.5","0","0.9866817264213251"
"2410","Kepler-232","Kepler-232 c","2014","11.379349","0.035","1402.96","4.5","0","0.9865813369684379"
"2411","Kepler-233","Kepler-233 b","2014","8.472382","0.022000000000000002","877.73","4.61","0","0.987964526737422"
"2412","Kepler-233","Kepler-233 c","2014","60.418955","0.025","877.73","4.61","0","0.9879395529538838"
"2413","Kepler-234","Kepler-234 b","2014","2.711506","0.034","1821.01","4.42","0","0.9869585675494844"
"2414","Kepler-234","Kepler-234 c","2014","7.21205","0.032","1821.01","4.42","0","0.986986684878386"
"2415","Kepler-235","Kepler-235 b","2014","3.340222","0.021","433.24","4.73","0","0.9741882396705913"
"2416","Kepler-235","Kepler-235 c","2014","7.824904","0.012","433.24","4.73","0","0.9742342178099087"
"2417","Kepler-235","Kepler-235 d","2014","20.060548","0.019","433.24","4.73","0","0.9742011850114949"
"2418","Kepler-235","Kepler-235 e","2014","46.183669","0.02","433.24","4.73","0","0.9741890189217232"
"2419","Kepler-236","Kepler-236 b","2014","8.295611","0.013999999999999999","291.17","4.75","0","0.9915762376823726"
"2420","Kepler-236","Kepler-236 c","2014","23.968127","0.018000000000000002","291.17","4.75","0","0.9915549335703313"
"2421","Kepler-237","Kepler-237 b","2014","4.715106","0.013000000000000001","670.41","4.58","0","0.9911671739431634"
"2422","Kepler-237","Kepler-237 c","2014","8.103636","0.019","670.41","4.58","0","0.9911370688407396"
"2423","Kepler-238","Kepler-238 b","2014","2.090876","0.016","1897.73","4.19","0","0.9772510826163827"
"2424","Kepler-238","Kepler-238 c","2014","6.155557","0.022000000000000002","1897.73","4.19","0","0.9772150098356353"
"2425","Kepler-238","Kepler-238 d","2014","13.233549","0.027999999999999997","1897.73","4.19","0","0.9771545423771351"
"2426","Kepler-238","Kepler-238 e","2013","23.654","0.051","1897.73","4.19","0","0.9767230957395007"
"2427","Kepler-238","Kepler-238 f","2013","50.447","0.018000000000000002","1897.73","4.19","0","0.9772377436412337"
"2428","Kepler-239","Kepler-239 b","2014","11.763051","0.021","660.07","4.58","0","0.9894594001606078"
"2429","Kepler-239","Kepler-239 c","2014","56.228098","0.023","660.07","4.58","0","0.9894444921696148"
"2430","Kepler-24","Kepler-24 b","2011","8.1453","0.022000000000000002","1195.99","4.2","0","0.9808030045671532"
"2431","Kepler-24","Kepler-24 c","2011","12.3335","0.026000000000000002","1195.99","4.2","0","0.9807643844211529"
"2432","Kepler-24","Kepler-24 d","2014","4.244384","0.015","1195.99","4.2","0","0.9808497890272349"
"2433","Kepler-24","Kepler-24 e","2014","18.998355","0.025","1195.99","4.2","0","0.9807663476268529"
"2434","Kepler-240","Kepler-240 b","2014","4.144495","0.013000000000000001","762.74","4.63","0","0.9917207575355098"
"2435","Kepler-240","Kepler-240 c","2014","7.953528","0.02","762.74","4.63","0","0.9914495703734235"
"2436","Kepler-241","Kepler-241 b","2014","12.718092","0.021","609.86","4.63","0","0.9905513036236987"
"2437","Kepler-241","Kepler-241 c","2014","36.065978","0.024","609.86","4.63","0","0.9905298339229419"
"2438","Kepler-242","Kepler-242 b","2014","8.20395","0.024","610.6","4.49","0","0.9894469008211979"
"2439","Kepler-242","Kepler-242 c","2014","14.496481","0.018000000000000002","610.6","4.49","0","0.9894946564998464"
"2440","Kepler-243","Kepler-243 b","2014","5.715442","0.022000000000000002","707.94","4.57","0","0.9905903979896021"
"2441","Kepler-243","Kepler-243 c","2014","20.026218","0.018000000000000002","707.94","4.57","0","0.9906231076855593"
"2442","Kepler-244","Kepler-244 b","2014","4.311792","0.025","1067.62","4.58","0","0.9890326546575059"
