"rowid","fpl_hostname","fpl_name","fpl_disc","fpl_orbper","fpl_rads","fst_dist","fst_logg","cluster","simil"
"2443","Kepler-244","Kepler-244 c","2014","9.767292","0.019","1067.62","4.58","0","0.9890927259788306"
"2444","Kepler-244","Kepler-244 d","2014","20.050401","0.021","1067.62","4.58","0","0.9890746075393406"
"2445","Kepler-245","Kepler-245 b","2014","7.49019","0.024","882.65","4.56","0","0.9896946037103438"
"2446","Kepler-245","Kepler-245 c","2014","17.460812","0.02","882.65","4.56","0","0.9883944928042426"
"2447","Kepler-245","Kepler-245 d","2014","36.277108","0.027999999999999997","882.65","4.56","0","0.9896477062467984"
"2448","Kepler-245","Kepler-245 e","2016","3.21982106","0.016","882.65","4.56","0","0.9897497603083092"
"2449","Kepler-246","Kepler-246 b","2014","4.60182","0.021","637.44","4.56","0","0.9903038655735622"
"2450","Kepler-246","Kepler-246 c","2014","11.187161","0.013999999999999999","637.44","4.56","0","0.9903496612527102"
"2451","Kepler-247","Kepler-247 b","2014","3.33616","0.015","676.38","4.61","0","0.9907473650605538"
"2452","Kepler-247","Kepler-247 c","2014","9.439452","0.037000000000000005","676.38","4.61","0","0.9904868876192227"
"2453","Kepler-247","Kepler-247 d","2014","20.477912","0.036000000000000004","676.38","4.61","0","0.9905124696800007"
"2454","Kepler-248","Kepler-248 b","2014","6.308205","0.027999999999999997","754.65","4.57","0","0.9839181029932605"
"2455","Kepler-248","Kepler-248 c","2014","16.239494","0.037000000000000005","754.65","4.57","0","0.983771080860106"
"2456","Kepler-249","Kepler-249 b","2014","3.306539","0.01","191.44","4.78","0","0.9833918968897983"
"2457","Kepler-249","Kepler-249 c","2014","7.113702","0.013999999999999999","191.44","4.78","0","0.9833828532335804"
"2458","Kepler-249","Kepler-249 d","2014","15.368459","0.013999999999999999","191.44","4.78","0","0.9833806381062644"
"2459","Kepler-25","Kepler-25 b","2011","6.238297","0.025","244.96","4.28","0","0.9574126631287588"
"2460","Kepler-25","Kepler-25 c","2011","12.7207","0.048","244.96","4.28","0","0.9570611975221186"
"2461","Kepler-25","Kepler-25 d","2014","122.4","0.092","244.96","4.28","1","0.7754836818954043"
"2462","Kepler-250","Kepler-250 b","2014","4.148141","0.01","777.31","4.57","0","0.9897894256931961"
"2463","Kepler-250","Kepler-250 c","2014","7.156804","0.021","777.31","4.57","0","0.9897423147137111"
"2464","Kepler-250","Kepler-250 d","2014","17.648312","0.02","777.31","4.57","0","0.9897493762461307"
"2465","Kepler-251","Kepler-251 b","2014","4.790936","0.012","948.98","4.49","0","0.9885042484874256"
"2466","Kepler-251","Kepler-251 c","2014","16.514043","0.025","948.98","4.49","0","0.9884140832354626"
"2467","Kepler-251","Kepler-251 d","2014","30.133001","0.025","948.98","4.49","0","0.9884140859277876"
"2468","Kepler-251","Kepler-251 e","2014","99.640161","0.025","948.98","4.49","0","0.9884140942002909"
"2469","Kepler-252","Kepler-252 b","2014","6.668391","0.011000000000000001","383.59","4.72","0","0.9902029476665716"
"2470","Kepler-252","Kepler-252 c","2014","10.848463","0.02","383.59","4.72","0","0.9901631891183905"
"2471","Kepler-253","Kepler-253 b","2014","3.783986","0.015","858.93","4.59","0","0.9901364973426328"
"2472","Kepler-253","Kepler-253 c","2014","10.281951","0.024","858.93","4.59","0","0.9900696799388935"
"2473","Kepler-253","Kepler-253 d","2014","18.119869","0.028999999999999998","858.93","4.59","0","0.9900133396795467"
"2474","Kepler-254","Kepler-254 b","2014","5.826662","0.035","1446.45","4.52","0","0.9881595991905338"
"2475","Kepler-254","Kepler-254 c","2014","12.412183","0.02","1446.45","4.52","0","0.9883593280203651"
"2476","Kepler-254","Kepler-254 d","2014","18.746477","0.023","1446.45","4.52","0","0.9883328379202653"
"2477","Kepler-255","Kepler-255 b","2014","5.714606","0.013999999999999999","1084.5","4.52","0","0.9888161464818781"
"2478","Kepler-255","Kepler-255 c","2014","9.946047","0.027000000000000003","1084.5","4.52","0","0.9887113746444465"
"2479","Kepler-255","Kepler-255 d","2016","1.04562266","0.012","1084.5","4.52","0","0.9888213339456402"
"2480","Kepler-256","Kepler-256 b","2014","1.620493","0.015","1057.36","4.22","0","0.9660481290873176"
"2481","Kepler-256","Kepler-256 c","2014","3.38802","0.02","1057.36","4.22","0","0.9660244966789976"
"2482","Kepler-256","Kepler-256 d","2014","5.839172","0.023","1057.36","4.22","0","0.966003366811409"
"2483","Kepler-256","Kepler-256 e","2014","10.681572","0.022000000000000002","1057.36","4.22","0","0.966012326437808"
"2484","Kepler-257","Kepler-257 b","2014","2.382667","0.024","797.75","4.36","0","0.9860848829494331"
"2485","Kepler-257","Kepler-257 c","2014","6.581484","0.05","797.75","4.36","0","0.9856024093653628"
"2486","Kepler-257","Kepler-257 d","2014","24.664551","0.045","797.75","4.36","0","0.9857120773411423"
"2487","Kepler-258","Kepler-258 b","2014","13.19722","0.037000000000000005","585.6","4.44","0","0.9857851342614989"
"2488","Kepler-258","Kepler-258 c","2014","33.653079","0.033","585.6","4.44","0","0.9858579055433148"
"2489","Kepler-259","Kepler-259 b","2014","8.115317","0.026000000000000002","1031.58","4.53","0","0.9885349860697932"
"2490","Kepler-259","Kepler-259 c","2014","36.924931","0.025","1031.58","4.53","0","0.988544978756904"
"2491","Kepler-26","Kepler-26 b","2011","12.28","0.025","338.55","4.68","0","0.9876952398682216"
"2492","Kepler-26","Kepler-26 c","2011","17.2559","0.025","338.55","4.68","0","0.9877019079507732"
"2493","Kepler-26","Kepler-26 d","2014","3.543919","0.01","338.55","4.68","0","0.9877947745804381"
"2494","Kepler-26","Kepler-26 e","2014","46.827915","0.022000000000000002","338.55","4.68","0","0.9877320910747338"
"2495","Kepler-260","Kepler-260 b","2014","8.187399","0.018000000000000002","638.85","4.49","0","0.990496005781573"
"2496","Kepler-260","Kepler-260 c","2014","76.050178","0.016","638.85","4.49","0","0.9905101430995878"
"2497","Kepler-261","Kepler-261 b","2014","10.381227","0.02","320.43","4.56","0","0.9912758642410611"
"2498","Kepler-261","Kepler-261 c","2014","24.570858","0.018000000000000002","320.43","4.56","0","0.9912876703146111"
"2499","Kepler-262","Kepler-262 b","2014","13.060855","0.013000000000000001","624.08","4.54","0","0.9906297520939716"
"2500","Kepler-262","Kepler-262 c","2014","21.853722","0.015","624.08","4.54","0","0.9906209970186014"
"2501","Kepler-263","Kepler-263 b","2014","16.568087","0.025","771.09","4.58","0","0.991697258254058"
"2502","Kepler-263","Kepler-263 c","2014","47.332773","0.023","771.09","4.58","0","0.9917158841043207"
"2503","Kepler-264","Kepler-264 b","2014","40.806231","0.03","968.15","4.15","0","0.9770239631203201"
"2504","Kepler-264","Kepler-264 c","2014","140.101261","0.026000000000000002","968.15","4.15","0","0.977081753950485"
"2505","Kepler-265","Kepler-265 b","2014","6.846262","0.017","1328.21","4.33","0","0.9855006303086042"
"2506","Kepler-265","Kepler-265 c","2014","17.028937","0.024","1328.21","4.33","0","0.9854423519961483"
"2507","Kepler-265","Kepler-265 d","2014","43.130617","0.023","1328.21","4.33","0","0.9854555311023744"
"2508","Kepler-265","Kepler-265 e","2014","67.831024","0.024","1328.21","4.33","0","0.9854462367095775"
"2509","Kepler-266","Kepler-266 b","2014","6.61833","0.023","1425.27","4.45","0","0.9879252472383622"
"2510","Kepler-266","Kepler-266 c","2014","107.723601","0.036000000000000004","1425.27","4.45","0","0.9877478640179712"
"2511","Kepler-267","Kepler-267 b","2014","3.353728","0.018000000000000002","267","4.73","0","0.9871607283617541"
"2512","Kepler-267","Kepler-267 c","2014","6.87745","0.019","267","4.73","0","0.9872001121559102"
"2513","Kepler-267","Kepler-267 d","2014","28.464515","0.021","267","4.73","0","0.9871896309190595"
"2514","Kepler-268","Kepler-268 b","2014","25.934138","0.023","873.21","4.29","0","0.9856524199041478"
"2515","Kepler-268","Kepler-268 c","2014","83.446393","0.031","873.21","4.29","0","0.9855577620038155"
"2516","Kepler-269","Kepler-269 b","2014","5.326718","0.023","2418.83","4.5","0","0.9890077916477016"
"2517","Kepler-269","Kepler-269 c","2014","8.127899","0.015","2418.83","4.5","0","0.9890554250252296"
"2518","Kepler-27","Kepler-27 b","2011","15.3348","0.037000000000000005","1075.1","5.4","0","0.8678302231773509"
"2519","Kepler-27","Kepler-27 c","2011","31.3309","0.045","1075.1","5.4","0","0.8677193485832985"
"2520","Kepler-270","Kepler-270 b","2014","11.476094","0.018000000000000002","975.46","4.2","0","0.9821872495372926"
"2521","Kepler-270","Kepler-270 c","2014","25.262887","0.016","975.46","4.2","0","0.982199700693416"
"2522","Kepler-271","Kepler-271 b","2014","10.43547805","0.011000000000000001","418","4.52","0","0.9885420403453535"
"2523","Kepler-271","Kepler-271 c","2014","7.41086267","0.009000000000000001","418","4.52","0","0.9885440040104925"
"2524","Kepler-271","Kepler-271 d","2016","5.24972541","0.006","418","4.52","0","0.9885403181302816"
"2525","Kepler-272","Kepler-272 b","2014","2.971353","0.013000000000000001","912.85","4.43","0","0.9844790697033328"
"2526","Kepler-272","Kepler-272 c","2014","6.057342","0.016","912.85","4.43","0","0.9856449774590349"
"2527","Kepler-272","Kepler-272 d","2014","10.937304","0.021","912.85","4.43","0","0.9863696474318113"
"2528","Kepler-273","Kepler-273 b","2014","2.936532","0.013999999999999999","728.85","4.51","0","0.9880653998306451"
"2529","Kepler-273","Kepler-273 c","2014","8.014927","0.018000000000000002","728.85","4.51","0","0.9880447173924489"
"2530","Kepler-274","Kepler-274 b","2014","11.634788","0.013999999999999999","1385.51","4.44","0","0.9881224931955288"
"2531","Kepler-274","Kepler-274 c","2014","33.197861","0.017","1385.51","4.44","0","0.9881102348668025"
"2532","Kepler-275","Kepler-275 b","2014","10.300682","0.021","2155.2","4.23","0","0.9838267059086062"
"2533","Kepler-275","Kepler-275 c","2014","16.088134","0.031","2155.2","4.23","0","0.9837119892251444"
"2534","Kepler-275","Kepler-275 d","2014","35.676062","0.03","2155.2","4.23","0","0.9837189380021114"
"2535","Kepler-276","Kepler-276 b","2014","14.12841","0.026000000000000002","1181.73","4.45","0","0.9888446866791367"
"2536","Kepler-276","Kepler-276 c","2013","31.884","0.027000000000000003","1181.73","4.45","0","0.9888415238838576"
"2537","Kepler-276","Kepler-276 d","2013","48.648","0.026000000000000002","1181.73","4.45","0","0.9888524501324529"
"2538","Kepler-277","Kepler-277 b","2013","17.324","0.027000000000000003","1004.88","4.08","0","0.980368981048879"
"2539","Kepler-277","Kepler-277 c","2013","33.006","0.031","1004.88","4.08","0","0.980333328080351"
"2540","Kepler-278","Kepler-278 b","2014","30.160546","0.037000000000000005","448.65","3.62","0","0.9592083455349841"
"2541","Kepler-278","Kepler-278 c","2014","51.078775","0.033","448.65","3.62","0","0.9592795989718627"
"2542","Kepler-279","Kepler-279 b","2014","12.309681","0.033","1069.2","4.05","0","0.9769451221636761"
"2543","Kepler-279","Kepler-279 c","2013","35.736","0.039","1069.2","4.05","0","0.9768233640689571"
"2544","Kepler-279","Kepler-279 d","2013","54.414","0.027999999999999997","1069.2","4.05","0","0.977016603784591"
"2545","Kepler-28","Kepler-28 b","2011","5.9123","0.033","443.92","4.29","0","0.8439381578389651"
"2546","Kepler-28","Kepler-28 c","2011","8.9858","0.031","443.92","4.29","0","0.8439544103658536"
"2547","Kepler-280","Kepler-280 b","2014","2.139542","0.013000000000000001","798.21","4.54","0","0.990072120437386"
"2548","Kepler-280","Kepler-280 c","2014","4.807091","0.018000000000000002","798.21","4.54","0","0.9900479368918907"
"2549","Kepler-281","Kepler-281 b","2014","14.646008","0.026000000000000002","1835","4.53","0","0.9890517897841082"
"2550","Kepler-281","Kepler-281 c","2014","36.337373","0.049","1835","4.53","0","0.9886296101378078"
"2551","Kepler-282","Kepler-282 b","2014","9.220524","0.009000000000000001","1390.97","4.46","0","0.9840256347121369"
"2552","Kepler-282","Kepler-282 c","2014","13.638723","0.011000000000000001","1390.97","4.46","0","0.9840241555593471"
"2553","Kepler-282","Kepler-282 d","2013","24.806","0.023","1390.97","4.46","0","0.983930248300023"
"2554","Kepler-282","Kepler-282 e","2013","44.347","0.027999999999999997","1390.97","4.46","0","0.9838910706325893"
"2555","Kepler-283","Kepler-283 b","2014","11.008151","0.019","474.33","4.72","0","0.987315110419473"
"2556","Kepler-283","Kepler-283 c","2014","92.743711","0.017","474.33","4.72","0","0.9873339349665722"
"2557","Kepler-284","Kepler-284 b","2014","12.699149","0.021","1062.79","4.58","0","0.9890593038760076"
"2558","Kepler-284","Kepler-284 c","2014","37.514456","0.024","1062.79","4.58","0","0.9890291157952241"
"2559","Kepler-285","Kepler-285 b","2014","2.633867","0.012","844.17","4.58","0","0.9885643910072702"
"2560","Kepler-285","Kepler-285 c","2014","6.186676","0.01","844.17","4.58","0","0.9885675383819338"
"2561","Kepler-286","Kepler-286 b","2014","1.796302","0.011000000000000001","1266.68","4.5","0","0.9849090920140084"
"2562","Kepler-286","Kepler-286 c","2014","3.468095","0.013000000000000001","1266.68","4.5","0","0.9849066428590583"
"2563","Kepler-286","Kepler-286 d","2014","5.914323","0.012","1266.68","4.5","0","0.9849075147451274"
"2564","Kepler-286","Kepler-286 e","2014","29.221289","0.016","1266.68","4.5","0","0.9848925629082064"
"2565","Kepler-287","Kepler-287 b","2014","20.342199","0.021","856.33","4.4","0","0.9859480747444462"
"2566","Kepler-287","Kepler-287 c","2014","44.851896","0.03","856.33","4.4","0","0.985854130480321"
"2567","Kepler-288","Kepler-288 b","2014","6.097326","0.015","1236.21","4.35","0","0.9868087162681161"
"2568","Kepler-288","Kepler-288 c","2014","19.305772","0.026000000000000002","1236.21","4.35","0","0.9867209604166287"
"2569","Kepler-288","Kepler-288 d","2014","56.633742","0.025","1236.21","4.35","0","0.9867394879054519"
"2570","Kepler-289","Kepler-289 b","2014","34.545","0.02","700","4.47","0","0.9772590725775842"
"2571","Kepler-289","Kepler-289 c","2014","125.8518","0.106","700","4.47","0","0.9741271447304853"
"2572","Kepler-289","Kepler-289 d","2014","66.0634","0.025","700","4.47","0","0.9772145507004121"
"2573","Kepler-29","Kepler-29 b","2011","10.3384","0.031","851.9","5","0","0.9931360315646903"
"2574","Kepler-29","Kepler-29 c","2011","13.2884","0.028999999999999998","851.9","5","0","0.9931615065532561"
"2575","Kepler-290","Kepler-290 b","2014","14.589347","0.021","708.55","4.62","0","0.9909058495166725"
"2576","Kepler-290","Kepler-290 c","2014","36.77031","0.025","708.55","4.62","0","0.990866346086033"
"2577","Kepler-291","Kepler-291 b","2014","3.546511","0.02","1884.37","4.47","0","0.9881503014241169"
"2578","Kepler-291","Kepler-291 c","2014","5.700786","0.017","1884.37","4.47","0","0.9881674790045457"
"2579","Kepler-292","Kepler-292 b","2014","2.580827","0.012","1087.23","4.54","0","0.9897074749058996"
"2580","Kepler-292","Kepler-292 c","2014","3.715335","0.013000000000000001","1087.23","4.54","0","0.9897038317988378"
"2581","Kepler-292","Kepler-292 d","2014","7.055679","0.021","1087.23","4.54","0","0.9896649768754942"
"2582","Kepler-292","Kepler-292 e","2014","11.97901","0.025","1087.23","4.54","0","0.9896273331377969"
"2583","Kepler-292","Kepler-292 f","2014","20.834237","0.022000000000000002","1087.23","4.54","0","0.989655810544531"
"2584","Kepler-293","Kepler-293 b","2014","19.254196","0.027999999999999997","1002.51","4.5","0","0.9891152743601835"
"2585","Kepler-293","Kepler-293 c","2014","54.155743","0.035","1002.51","4.5","0","0.9890095105483109"
"2586","Kepler-294","Kepler-294 b","2014","3.701212","0.016","1411.62","4.49","0","0.9877786987622059"
"2587","Kepler-294","Kepler-294 c","2014","6.6264","0.025","1411.62","4.49","0","0.9877135586798743"
"2588","Kepler-295","Kepler-295 b","2014","12.645164","0.011000000000000001","1787.33","4.44","0","0.9868272815174338"
"2589","Kepler-295","Kepler-295 c","2014","21.526258","0.011000000000000001","1787.33","4.44","0","0.9868278395517157"
"2590","Kepler-295","Kepler-295 d","2014","33.884054","0.013000000000000001","1787.33","4.44","0","0.986825057813274"
"2591","Kepler-296","Kepler-296 b","2014","10.864384","0.015","226","4.77","0","0.9694885441446587"
"2592","Kepler-296","Kepler-296 c","2014","5.8416366","0.018000000000000002","226","4.77","0","0.9694701346745973"
"2593","Kepler-296","Kepler-296 d","2014","19.850291","0.019","226","4.77","0","0.9694655228470911"
"2594","Kepler-296","Kepler-296 e","2014","34.14211","0.013999999999999999","226","4.77","0","0.9694914688530171"
"2595","Kepler-296","Kepler-296 f","2014","63.33627","0.016","226","4.77","0","0.9694812996823803"
"2596","Kepler-297","Kepler-297 b","2014","38.871826","0.026000000000000002","706.21","4.47","0","0.9858906427567283"
"2597","Kepler-297","Kepler-297 c","2014","74.920137","0.06","706.21","4.47","0","0.9851056525027765"
"2598","Kepler-298","Kepler-298 b","2014","10.475464","0.018000000000000002","525.98","4.71","0","0.9845462167384089"
"2599","Kepler-298","Kepler-298 c","2014","22.92881","0.018000000000000002","525.98","4.71","0","0.9845479919771709"
"2600","Kepler-298","Kepler-298 d","2014","77.473633","0.023","525.98","4.71","0","0.9845052346771108"
"2601","Kepler-299","Kepler-299 b","2014","2.927128","0.012","1084.89","4.39","0","0.984360923180775"
"2602","Kepler-299","Kepler-299 c","2014","6.885875","0.024","1084.89","4.39","0","0.9842878206429302"
"2603","Kepler-299","Kepler-299 d","2014","15.054786","0.017","1084.89","4.39","0","0.9843429587229526"
