"rowid","fpl_hostname","fpl_letter","fpl_name","fpl_discmethod","fpl_controvflag","fpl_disc","fpl_orbper","fpl_smax","fpl_eccen","fpl_bmasse","fpl_bmassj","fpl_bmassprov","fpl_rade","fpl_radj","fpl_rads","fpl_dens","fpl_eqt","fpl_insol","fpl_tranflag","fpl_cbflag","fpl_snum","ra_str","ra","dec_str","dec","fst_dist","fst_optmag","fst_optmagband","fst_nirmag","fst_nirmagband","fst_spt","fst_teff","fst_logg","fst_lum","fst_mass","fst_rad","fst_met","fst_metratio","fst_age"
"1279","K2-90","c","K2-90 c","Transit","0","2016","2.900706","0.035","0.19","2.24","0.00705","M-R relationship","1.3","0.11599999999999999","0.012","5.6","","80.8","1","0","1","03h56m36.58s","59.152405","+22d28m21.5s","22.472631","134.9","13.855","V (Johnson)","10.36","Ks (2MASS)","","4484","4.65","-0.968","0.63","0.62","-0.225","[Fe/H]","4.236718483690839"
"1280","K2-91","b","K2-91 b","Transit","0","2016","1.419549","0.0164","0.09","1.37","0.0043","M-R relationship","1.1","0.098","0.01","5.66","","46","1","0","1","04h12m52.34s","63.218063","+24d12m18.4s","24.205112","62.69","15.572000000000001","V (Johnson)","10.571","Ks (2MASS)","","3622","5","-1.9","0.29","0.28","0.011107881644409444","[Fe/H]","4.236718483690839"
"1281","K2-95","b","K2-95 b","Transit","0","2016","10.134016","0.0696","0.16","14.3","0.0451","M-R relationship","3.88","0.34600000000000003","0.036000000000000004","1.35","383","","1","0","1","08h37m27.06s","129.36274699999998","+18d58m36.1s","18.976685","180.63","16.084","G (Gaia)","12.474","Ks (2MASS)","M3.0","3548","4.84","-1.635","0.44","0.42","-0.03","[Fe/H]","0.79"
"1282","K2-97","b","K2-97 b","Transit","0","2016","8.406726","0.086","0.22","152.5584","0.48","Mass","10.61","0.9470000000000001","0.09699999999999999","0.702","1499","","1","0","1","08h31m03.08s","127.762833","+10d50m51.3s","10.847586","869.76","12.610999999999999","V (Johnson)","10.035","Ks (2MASS)","","4717","3.22","0.919","1.2","4.47","0.33","[Fe/H]","7.8"
"1283","K2-98","b","K2-98 b","Transit","0","2016","10.136448","0.0974","0","32.2","0.10131","Mass","5.2","0.46399999999999997","0.048","2.15","1092","","1","0","1","08h25m57.19s","126.488289","+11d30m40.1s","11.511144999999999","526.31","12.165999999999999","V (Johnson)","10.869000000000002","Ks (2MASS)","F8 V","6172","4.13","0.489","1.2","1.57","-0.06","[Fe/H]","5.2"
"1284","K2-99","b","K2-99 b","Transit","0","2016","18.251985","0.1597","0.19","308.2951","0.97","Mass","11.73","1.046","0.107","1.05","1113","","1","0","1","13h55m05.70s","208.773743","-05d26m32.9s","-5.4424660000000005","522.29","11.149000000000001","V (Johnson)","9.72","Ks (2MASS)","G0 IV","6217","3.81","0.9309999999999999","1.63","2.63","0.21","[Fe/H]","2.4"
"1285","KELT-1","b","KELT-1 b","Transit","0","2012","1.217514","0.024659999999999998","0.0099","8654.15","27.23","Mass","12.442","1.11","0.114","24.7","","","1","0","1","00h01m26.91s","0.362142","+39d23m01.7s","39.383808","262","10.700999999999999","V (Johnson)","9.437000000000001","Ks (2MASS)","","6518","4.354839473684218","0.542","1.32","1.46","0.011107881644409444","[Fe/H]","4.236718483690839"
"1286","KELT-10","b","KELT-10 b","Transit","0","2016","4.1662739","0.0525","","215.80657000000002","0.679","Mass","15.681","1.399","0.14400000000000002","0.308","1377","600","1","0","1","18h58m11.61s","284.548373","-47d00m11.7s","-47.003242","183","10.854000000000001","V (Johnson)","9.338","Ks (2MASS)","G0 V","5948","4.32","0.217","1.11","1.21","0.09","[Fe/H]","4.5"
"1287","KELT-11","b","KELT-11 b","Transit","0","2017","4.7361","0.06229","0.0007","54.34893","0.171","Mass","15.132","1.35","0.139","0.093","1712","1433","1","0","1","10h46m49.74s","161.70726000000002","-09d23m56.5s","-9.399025","99.44","8.04","V (Johnson)","6.122000000000001","Ks (2MASS)","G8/K0 IV","5375","3.7","0.753","1.44","2.69","0.17","[Fe/H]","4.236718483690839"
"1288","KELT-12","b","KELT-12 b","Transit","0","2017","5.031623","0.06708","0","301.9385","0.95","Mass","19.952","1.78","0.183","0.209","1800","1749","1","0","1","17h50m33.72s","267.64050299999997","+36d34m12.8s","36.570232","360","10.59","V (Johnson)","9.362","Ks (2MASS)","","6279","3.89","0.892","1.59","2.37","0.19","[Fe/H]","2.2"
"1289","KELT-14","b","KELT-14 b","Transit","0","2016","1.7100566","0.03005","0","408.09372","1.284","Mass","19.537","1.743","0.179","0.322","1970","","1","0","1","07h13m12.36s","108.30148500000001","-42d24m35.1s","-42.409744","266","11","V (Johnson)","9.424","Ks (2MASS)","G4","5720","4.17","0.344","1.24","1.52","0.32","[Fe/H]","5.11"
"1290","KELT-15","b","KELT-15 b","Transit","0","2016","3.32944","0.046130000000000004","0","416.3573","1.31","Mass","19.504","1.74","0.179","0.36","1642","","1","0","1","07h49m39.61s","117.41503700000001","-52d07m13.6s","-52.120453000000005","327.74","11.189","V (Johnson)","9.854","Ks (2MASS)","","6003","4.17","0.47","2.06","1.78","0.05","[Fe/H]","4.236718483690839"
"1291","KELT-16","b","KELT-16 b","Transit","0","2017","0.9689951","0.02044","0","874.0325","2.75","Mass","15.860999999999999","1.415","0.145","1.2","2453","","1","0","2","20h57m04.44s","314.268494","+31d39m39.7s","31.661034","450.28","11.898","V (Johnson)","10.642000000000001","Ks (2MASS)","F7 V","6236","4.25","0.401","1.21","1.36","-0.002","[Fe/H]","3.1"
"1292","KELT-17","b","KELT-17 b","Transit","0","2016","3.0801716","0.04881","","416.3573","1.31","Mass","17.094","1.525","0.157","0.46","2087","","1","0","1","08h22m28.21s","125.61752299999999","+13d44m07.1s","13.735319","210","9.286","V (Johnson)","8.646","Ks (2MASS)","A","7454","4.22","0.8759999999999999","1.64","1.65","-0.018000000000000002","[Fe/H]","0.65"
"1293","KELT-18","b","KELT-18 b","Transit","0","2017","2.8717518","0.0455","0","375.0394","1.18","Mass","17.598","1.57","0.161","0.377","2085","3152","1","0","1","14h26m05.76s","216.524017","+59d26m39.4s","59.444275","311","10.117","V (Johnson)","9.21","Ks (2MASS)","F4 V","6670","4.06","0.813","1.52","1.91","0.09","[Fe/H]","1.9"
"1294","KELT-19 A","b","KELT-19 A b","Transit","0","2017","4.6117093","0.0637","","1293.5681","4.07","Mass","21.409000000000002","1.91","0.196","0.744","1935","2340","1","0","2","07h26m02.28s","111.509499","+07d36m56.9s","7.615806","302.8","9.885","V (Johnson)","9.196","Ks (2MASS)","A8 V","7500","4.13","0.978","1.62","1.83","-0.12","[Fe/H]","4.236718483690839"
"1295","KELT-2 A","b","KELT-2 A b","Transit","0","2012","4.11379","0.054970000000000005","0","540.311","1.7","Mass","15.132","1.35","0.139","0.91","","","1","0","1","06h10m39.35s","92.663948","+30d57m25.7s","30.957144","134.57","8.713","V (Johnson)","7.346","Ks (2MASS)","F8","6327","4.5","0.6890000000000001","1.54","1.93","0","[Fe/H]","3.97"
"1296","KELT-20","b","KELT-20 b","Transit","0","2017","3.4741085","0.0542","0","1074.90106","3.382","Mass","19.515","1.7409999999999999","0.179","0.806","2262","4362.5","1","0","1","19h38m38.74s","294.661407","+31d13m09.2s","31.219225","139.7","7.58","V (Johnson)","7.415","Ks (2MASS)","A2 V","8720","4.29","1.104","1.76","1.56","-0.29","[Fe/H]","0.6"
"1297","KELT-21","b","KELT-21 b","Transit","0","2018","3.6127647","0.052239999999999995","0","1242.7153","3.91","Mass","17.777","1.5859999999999999","0.163","1.24","2051","2950","1","0","1","20h19m12.01s","304.800049","+32d34m51.7s","32.581039000000004","415","10.540999999999999","G (Gaia)","10.09","Ks (2MASS)","A8 V","7598","4.17","0.905","1.46","1.64","-0.405","[Fe/H]","1.6"
"1298","KELT-23 A","b","KELT-23 A b","Transit","0","2019","2.255251","0.03302","0","298.12453999999997","0.938","Mass","14.83","1.3230000000000002","0.136","0.503","1561","991.18","1","0","2","15h28m35.1926s","232.146636","+66d21m31.544s","66.358762","125.42","10.253","V (Johnson)","8.904","Ks (2MASS)","G2 V","5899","4.42","0.034","0.94","1","-0.105","[Fe/H]","6.4"
"1299","KELT-24","b","KELT-24 b","Transit","0","2019","5.5514926","0.06969","0.077","1646.3594","5.18","Mass","14.258","1.272","0.131","3.13","1459","750.9","1","0","1","10h47m38.35s","161.90979","+71d39m21.2s","71.655876","96.03","8.332","V (Johnson)","7.154","Ks (2MASS)","F5","6509","4.25","0.565","1.46","1.51","0.18600000000000003","[Fe/H]","0.78"
"1300","KELT-3","b","KELT-3 b","Transit","0","2013","2.70339","0.04123","0","616.5902","1.94","Mass","17.486","1.56","0.16","0.75","1816","","1","0","1","09h54m34.40s","148.643324","+40d23m17.0s","40.388069","211.35","9.873","V (Johnson)","8.662","Ks (2MASS)","","6304","4.2","0.608","1.96","1.7","0.05","[Fe/H]","3"
"1301","KELT-4 A","b","KELT-4 A b","Transit","0","2016","2.9895932","0.04317","0","286.68266","0.902","Mass","19.044","1.699","0.175","0.228","1823","","1","0","3","10h28m15.01s","157.062546","+25d34m23.5s","25.573189000000003","210","9.98","V (Johnson)","8.689","Ks (2MASS)","F","6206","4.11","0.535","1.2","1.6","-0.11599999999999999","[Fe/H]","4.44"
"1302","KELT-6","b","KELT-6 b","Transit","0","2014","7.8457","0.07939","0.22","165.2716","0.52","Mass","14.572000000000001","1.3","0.134","0.311","1313","","1","0","1","13h03m55.65s","195.981868","+30d38m24.2s","30.640051","242.39","10.418","V (Johnson)","9.083","Ks (2MASS)","F8","6102","4.07","0.555","1.42","1.73","-0.28","[Fe/H]","6.1"
"1303","KELT-6","c","KELT-6 c","Radial Velocity","0","2015","1276","2.39","0.21","1179.1493","3.71","Msini","13","1.16","0.11900000000000001","2.95","","","0","0","1","13h03m55.65s","195.981868","+30d38m24.2s","30.640051","242.39","10.418","V (Johnson)","9.083","Ks (2MASS)","F8","6102","4.07","0.555","1.42","1.73","-0.28","[Fe/H]","6.1"
"1304","KELT-7","b","KELT-7 b","Transit","0","2015","2.73477","0.04415","0","441.7837","1.39","Mass","17.934","1.6","0.16399999999999998","0.442","2048","","1","0","1","05h13m10.93s","78.295532","+33d19m05.4s","33.318165","137.21","8.54","V (Johnson)","7.542999999999999","Ks (2MASS)","F","6768","4.5","0.757","1.76","1.81","0","[Fe/H]","1.3"
"1305","KELT-8","b","KELT-8 b","Transit","0","2015","3.24406","0.0455","0.04","209.7678","0.66","Mass","18.159000000000002","1.62","0.166","0.167","1675","","1","0","1","18h53m13.32s","283.30551","+24d07m38.6s","24.12738","198.7","10.833","V (Johnson)","9.177","Ks (2MASS)","G2 V","5754","4.08","0.213","0.81","1.46","0.27","[Fe/H]","5.4"
"1306","KELT-9","b","KELT-9 b","Transit","0","2017","1.4811235","0.03462","0","915.3504","2.88","Mass","21.195999999999998","1.891","0.19399999999999998","0.53","4050","44900","1","0","1","20h31m26.35s","307.859802","+39d56m19.8s","39.938828","205.65","7.55","V (Johnson)","7.482","Ks (2MASS)","B9.5-A0","10170","4.09","1.724","2.52","2.36","-0.03","[Fe/H]","0.3"
"1307","KIC 10001893","b","KIC 10001893 b","Orbital Brightness Modulation","0","2014","0.2197","6.176108677507845","","482.5116770776483","1.518581170925334","M-R relationship","5.638572630536984","0.5031279386290535","0.05169042316258316","4.3812565360303335","","","0","0","1","19h09m33.41s","287.389188","+46d59m04.2s","46.984489","1758.47","15.710999999999999","G (Gaia)","16.612000000000002","Ks (2MASS)","","27500","5.35","3.54","0.9950321463897129","2.58","-0.09300000000000001","[Fe/H]","4.236718483690839"
"1308","KIC 10001893","c","KIC 10001893 c","Orbital Brightness Modulation","0","2014","0.32528","6.176108677507845","","482.5116770776483","1.518581170925334","M-R relationship","5.638572630536984","0.5031279386290535","0.05169042316258316","4.3812565360303335","","","0","0","1","19h09m33.41s","287.389188","+46d59m04.2s","46.984489","1758.47","15.710999999999999","G (Gaia)","16.612000000000002","Ks (2MASS)","","27500","5.35","3.54","0.9950321463897129","2.58","-0.09300000000000001","[Fe/H]","4.236718483690839"
"1309","KIC 10001893","d","KIC 10001893 d","Orbital Brightness Modulation","0","2014","0.81161","6.176108677507845","","482.5116770776483","1.518581170925334","M-R relationship","5.638572630536984","0.5031279386290535","0.05169042316258316","4.3812565360303335","","","0","0","1","19h09m33.41s","287.389188","+46d59m04.2s","46.984489","1758.47","15.710999999999999","G (Gaia)","16.612000000000002","Ks (2MASS)","","27500","5.35","3.54","0.9950321463897129","2.58","-0.09300000000000001","[Fe/H]","4.236718483690839"
"1310","KIC 10525077","b","KIC 10525077 b","Transit","0","2015","854.083","6.176108677507845","","25.9","0.0816","M-R relationship","5.5","0.491","0.05","0.855","","","1","0","1","19h09m30.74s","287.378077","+47d46m16.3s","47.771187","1525.31","15.304","G (Gaia)","13.754000000000001","Ks (2MASS)","","6091","4.42","0.129","1.01","1.01","-0.04","[Fe/H]","4.236718483690839"
